countrycode,year,uis_ceage_1,se_prm_durs
DZA,1992,,6
DZA,1993,,6
DZA,1994,,6
DZA,1995,,6
DZA,1996,,6
DZA,1997,,6
DZA,1998,6,6
DZA,1999,6,6
DZA,2000,6,6
DZA,2001,6,6
DZA,2002,6,6
DZA,2003,6,6
DZA,2004,6,6
DZA,2005,6,6
DZA,2006,6,6
DZA,2007,6,6
DZA,2008,6,6
DZA,2009,6,5
DZA,2010,6,5
DZA,2011,6,5
DZA,2012,6,5
DZA,2013,6,5
DZA,2014,6,5
DZA,2015,6,5
DZA,2016,6,5
DZA,2017,6,5
DZA,2018,6,5
DZA,2019,6,5
DZA,2020,6,5
DZA,2021,,5
DZA,2022,,5
DZA,2023,,
DZA,2024,,
DZA,2025,,
DZA,2026,,
DZA,2027,,
DZA,2028,,
DZA,2029,,
DZA,2030,,
DZA,2031,,
DZA,2032,,
DZA,2033,,
DZA,2034,,
DZA,2035,,
DZA,2036,,
DZA,2037,,
DZA,2038,,
DZA,2039,,
DZA,2040,,
DZA,2041,,
DZA,2042,,
DZA,2043,,
DZA,2044,,
DZA,2045,,
DZA,2046,,
DZA,2047,,
DZA,2048,,
DZA,2049,,
DZA,2050,,
DZA,2055,,
DZA,2060,,
DZA,2065,,
DZA,2070,,
DZA,2075,,
DZA,2080,,
DZA,2085,,
DZA,2090,,
DZA,2095,,
DZA,2100,,
ECU,1990,,6
ECU,1991,,6
ECU,1992,,6
ECU,1993,,6
ECU,1994,,6
ECU,1995,,6
ECU,1996,,6
ECU,1997,,6
ECU,1998,5,6
ECU,1999,5,6
ECU,2000,5,6
ECU,2001,5,6
ECU,2002,5,6
ECU,2003,5,6
ECU,2004,5,6
ECU,2005,5,6
ECU,2006,5,6
ECU,2007,5,6
ECU,2008,5,6
ECU,2009,5,6
ECU,2010,3,6
ECU,2011,3,6
ECU,2012,3,6
ECU,2013,3,6
ECU,2014,3,6
ECU,2015,3,6
ECU,2016,3,6
ECU,2017,3,6
ECU,2018,3,6
ECU,2019,3,6
ECU,2020,,6
ECU,2021,,6
ECU,2022,,6
ECU,2023,,
ECU,2024,,
ECU,2025,,
ECU,2026,,
ECU,2027,,
ECU,2028,,
ECU,2029,,
ECU,2030,,
ECU,2031,,
ECU,2032,,
ECU,2033,,
ECU,2034,,
ECU,2035,,
ECU,2036,,
ECU,2037,,
ECU,2038,,
ECU,2039,,
ECU,2040,,
ECU,2041,,
ECU,2042,,
ECU,2043,,
ECU,2044,,
ECU,2045,,
ECU,2046,,
ECU,2047,,
ECU,2048,,
ECU,2049,,
ECU,2050,,
ECU,2055,,
ECU,2060,,
ECU,2065,,
ECU,2070,,
ECU,2075,,
ECU,2080,,
ECU,2085,,
ECU,2090,,
ECU,2095,,
ECU,2100,,
EGY,1990,,5
EGY,1991,,5
EGY,1992,,5
EGY,1993,,5
EGY,1994,,5
EGY,1995,,5
EGY,1996,,5
EGY,1997,,5
EGY,1998,6,5
EGY,1999,6,5
EGY,2000,6,5
EGY,2001,6,5
EGY,2002,6,5
EGY,2003,6,5
EGY,2004,6,5
EGY,2005,6,6
EGY,2006,6,6
EGY,2007,6,6
EGY,2008,6,6
EGY,2009,6,6
EGY,2010,6,6
EGY,2011,6,6
EGY,2012,6,6
EGY,2013,6,6
EGY,2014,6,6
EGY,2015,6,6
EGY,2016,6,6
EGY,2017,6,6
EGY,2018,6,6
EGY,2019,6,6
EGY,2020,,6
EGY,2021,,6
EGY,2022,,6
EGY,2023,,
EGY,2024,,
EGY,2025,,
EGY,2026,,
EGY,2027,,
EGY,2028,,
EGY,2029,,
EGY,2030,,
EGY,2031,,
EGY,2032,,
EGY,2033,,
EGY,2034,,
EGY,2035,,
EGY,2036,,
EGY,2037,,
EGY,2038,,
EGY,2039,,
EGY,2040,,
EGY,2041,,
EGY,2042,,
EGY,2043,,
EGY,2044,,
EGY,2045,,
EGY,2046,,
EGY,2047,,
EGY,2048,,
EGY,2049,,
EGY,2050,,
EGY,2055,,
EGY,2060,,
EGY,2065,,
EGY,2070,,
EGY,2075,,
EGY,2080,,
EGY,2085,,
EGY,2090,,
EGY,2095,,
EGY,2100,,
ERI,1990,,6
ERI,1991,,6
ERI,1992,,5
ERI,1993,,5
ERI,1994,,5
ERI,1995,,5
ERI,1996,,5
ERI,1997,,5
ERI,1998,,5
ERI,1999,,5
ERI,2000,,5
ERI,2001,,5
ERI,2002,,5
ERI,2003,,5
ERI,2004,,5
ERI,2005,,5
ERI,2006,,5
ERI,2007,,5
ERI,2008,,5
ERI,2009,,5
ERI,2010,7,5
ERI,2011,7,5
ERI,2012,7,5
ERI,2013,6,5
ERI,2014,6,5
ERI,2015,6,5
ERI,2016,6,5
ERI,2017,6,5
ERI,2018,6,5
ERI,2019,6,5
ERI,2020,,5
ERI,2021,,5
ERI,2022,,5
ERI,2023,,
ERI,2024,,
ERI,2025,,
ERI,2026,,
ERI,2027,,
ERI,2028,,
ERI,2029,,
ERI,2030,,
ERI,2031,,
ERI,2032,,
ERI,2033,,
ERI,2034,,
ERI,2035,,
ERI,2036,,
ERI,2037,,
ERI,2038,,
ERI,2039,,
ERI,2040,,
ERI,2041,,
ERI,2042,,
ERI,2043,,
ERI,2044,,
ERI,2045,,
ERI,2046,,
ERI,2047,,
ERI,2048,,
ERI,2049,,
ERI,2050,,
ERI,2055,,
ERI,2060,,
ERI,2065,,
ERI,2070,,
ERI,2075,,
ERI,2080,,
ERI,2085,,
ERI,2090,,
ERI,2095,,
ERI,2100,,
ESP,1990,,5
ESP,1991,,5
ESP,1992,,5
ESP,1993,,5
ESP,1994,,5
ESP,1995,,5
ESP,1996,,6
ESP,1997,,6
ESP,1998,6,6
ESP,1999,6,6
ESP,2000,6,6
ESP,2001,6,6
ESP,2002,6,6
ESP,2003,6,6
ESP,2004,6,6
ESP,2005,6,6
ESP,2006,6,6
ESP,2007,6,6
ESP,2008,6,6
ESP,2009,6,6
ESP,2010,6,6
ESP,2011,6,6
ESP,2012,6,6
ESP,2013,6,6
ESP,2014,6,6
ESP,2015,6,6
ESP,2016,6,6
ESP,2017,6,6
ESP,2018,6,6
ESP,2019,6,6
ESP,2020,6,6
ESP,2021,,6
ESP,2022,,6
ESP,2023,,
ESP,2024,,
ESP,2025,,
ESP,2026,,
ESP,2027,,
ESP,2028,,
ESP,2029,,
ESP,2030,,
ESP,2031,,
ESP,2032,,
ESP,2033,,
ESP,2034,,
ESP,2035,,
ESP,2036,,
ESP,2037,,
ESP,2038,,
ESP,2039,,
ESP,2040,,
ESP,2041,,
ESP,2042,,
ESP,2043,,
ESP,2044,,
ESP,2045,,
ESP,2046,,
ESP,2047,,
ESP,2048,,
ESP,2049,,
ESP,2050,,
ESP,2055,,
ESP,2060,,
ESP,2065,,
ESP,2070,,
ESP,2075,,
ESP,2080,,
ESP,2085,,
ESP,2090,,
ESP,2095,,
ESP,2100,,
EST,1990,,6
EST,1991,,6
EST,1992,,6
EST,1993,,6
EST,1994,,6
EST,1995,,6
EST,1996,,6
EST,1997,,6
EST,1998,7,6
EST,1999,7,6
EST,2000,7,6
EST,2001,7,6
EST,2002,7,6
EST,2003,7,6
EST,2004,7,6
EST,2005,7,6
EST,2006,7,6
EST,2007,7,6
EST,2008,7,6
EST,2009,7,6
EST,2010,7,6
EST,2011,7,6
EST,2012,7,6
EST,2013,7,6
EST,2014,7,6
EST,2015,7,6
EST,2016,7,6
EST,2017,7,6
EST,2018,7,6
EST,2019,7,6
EST,2020,7,6
EST,2021,,6
EST,2022,,6
EST,2023,,
EST,2024,,
EST,2025,,
EST,2026,,
EST,2027,,
EST,2028,,
EST,2029,,
EST,2030,,
EST,2031,,
EST,2032,,
EST,2033,,
EST,2034,,
EST,2035,,
EST,2036,,
EST,2037,,
EST,2038,,
EST,2039,,
EST,2040,,
EST,2041,,
EST,2042,,
EST,2043,,
EST,2044,,
EST,2045,,
EST,2046,,
EST,2047,,
EST,2048,,
EST,2049,,
EST,2050,,
EST,2055,,
EST,2060,,
EST,2065,,
EST,2070,,
EST,2075,,
EST,2080,,
EST,2085,,
EST,2090,,
EST,2095,,
EST,2100,,
ETH,1990,,6
ETH,1991,,6
ETH,1992,,6
ETH,1993,,6
ETH,1994,,6
ETH,1995,,6
ETH,1996,,6
ETH,1997,,6
ETH,1998,7,6
ETH,1999,7,6
ETH,2000,7,6
ETH,2001,7,6
ETH,2002,7,6
ETH,2003,7,6
ETH,2004,7,6
ETH,2005,7,6
ETH,2006,7,6
ETH,2007,7,6
ETH,2008,7,6
ETH,2009,7,6
ETH,2010,7,6
ETH,2011,7,6
ETH,2012,7,6
ETH,2013,7,6
ETH,2014,7,6
ETH,2015,7,6
ETH,2016,7,6
ETH,2017,7,6
ETH,2018,7,6
ETH,2019,7,6
ETH,2020,,6
ETH,2021,,6
ETH,2022,,6
ETH,2023,,
ETH,2024,,
ETH,2025,,
ETH,2026,,
ETH,2027,,
ETH,2028,,
ETH,2029,,
ETH,2030,,
ETH,2031,,
ETH,2032,,
ETH,2033,,
ETH,2034,,
ETH,2035,,
ETH,2036,,
ETH,2037,,
ETH,2038,,
ETH,2039,,
ETH,2040,,
ETH,2041,,
ETH,2042,,
ETH,2043,,
ETH,2044,,
ETH,2045,,
ETH,2046,,
ETH,2047,,
ETH,2048,,
ETH,2049,,
ETH,2050,,
ETH,2055,,
ETH,2060,,
ETH,2065,,
ETH,2070,,
ETH,2075,,
ETH,2080,,
ETH,2085,,
ETH,2090,,
ETH,2095,,
ETH,2100,,
FIN,1990,,6
FIN,1991,,6
FIN,1992,,6
FIN,1993,,6
FIN,1994,,6
FIN,1995,,6
FIN,1996,,6
FIN,1997,,6
FIN,1998,7,6
FIN,1999,7,6
FIN,2000,7,6
FIN,2001,7,6
FIN,2002,7,6
FIN,2003,7,6
FIN,2004,7,6
FIN,2005,7,6
FIN,2006,7,6
FIN,2007,7,6
FIN,2008,7,6
FIN,2009,7,6
FIN,2010,7,6
FIN,2011,7,6
FIN,2012,7,6
FIN,2013,7,6
FIN,2014,7,6
FIN,2015,7,6
FIN,2016,6,6
FIN,2017,6,6
FIN,2018,6,6
FIN,2019,6,6
FIN,2020,6,6
FIN,2021,,6
FIN,2022,,6
FIN,2023,,
FIN,2024,,
FIN,2025,,
FIN,2026,,
FIN,2027,,
FIN,2028,,
FIN,2029,,
FIN,2030,,
FIN,2031,,
FIN,2032,,
FIN,2033,,
FIN,2034,,
FIN,2035,,
FIN,2036,,
FIN,2037,,
FIN,2038,,
FIN,2039,,
FIN,2040,,
FIN,2041,,
FIN,2042,,
FIN,2043,,
FIN,2044,,
FIN,2045,,
FIN,2046,,
FIN,2047,,
FIN,2048,,
FIN,2049,,
FIN,2050,,
FIN,2055,,
FIN,2060,,
FIN,2065,,
FIN,2070,,
FIN,2075,,
FIN,2080,,
FIN,2085,,
FIN,2090,,
FIN,2095,,
FIN,2100,,
FJI,1990,,6
FJI,1991,,6
FJI,1992,,6
FJI,1993,,6
FJI,1994,,6
FJI,1995,,6
FJI,1996,,6
FJI,1997,,6
FJI,1998,,6
FJI,1999,,6
FJI,2000,,6
FJI,2001,,6
FJI,2002,,6
FJI,2003,,6
FJI,2004,,6
FJI,2005,,6
FJI,2006,,6
FJI,2007,,6
FJI,2008,,6
FJI,2009,,6
FJI,2010,,6
FJI,2011,,6
FJI,2012,,6
FJI,2013,,6
FJI,2014,,6
FJI,2015,,6
FJI,2016,,6
FJI,2017,,6
FJI,2018,,6
FJI,2019,,6
FJI,2020,,6
FJI,2021,,6
FJI,2022,,6
FJI,2023,,
FJI,2024,,
FJI,2025,,
FJI,2026,,
FJI,2027,,
FJI,2028,,
FJI,2029,,
FJI,2030,,
FJI,2031,,
FJI,2032,,
FJI,2033,,
FJI,2034,,
FJI,2035,,
FJI,2036,,
FJI,2037,,
FJI,2038,,
FJI,2039,,
FJI,2040,,
FJI,2041,,
FJI,2042,,
FJI,2043,,
FJI,2044,,
FJI,2045,,
FJI,2046,,
FJI,2047,,
FJI,2048,,
FJI,2049,,
FJI,2050,,
FJI,2055,,
FJI,2060,,
FJI,2065,,
FJI,2070,,
FJI,2075,,
FJI,2080,,
FJI,2085,,
FJI,2090,,
FJI,2095,,
FJI,2100,,
FRA,1990,,5
FRA,1991,,5
FRA,1992,,5
FRA,1993,,5
FRA,1994,,5
FRA,1995,,5
FRA,1996,,5
FRA,1997,,5
FRA,1998,6,5
FRA,1999,6,5
FRA,2000,6,5
FRA,2001,6,5
FRA,2002,6,5
FRA,2003,6,5
FRA,2004,6,5
FRA,2005,6,5
FRA,2006,6,5
FRA,2007,6,5
FRA,2008,6,5
FRA,2009,6,5
FRA,2010,6,5
FRA,2011,6,5
FRA,2012,6,5
FRA,2013,6,5
FRA,2014,6,5
FRA,2015,6,5
FRA,2016,6,5
FRA,2017,6,5
FRA,2018,6,5
FRA,2019,6,5
FRA,2020,3,5
FRA,2021,,5
FRA,2022,,5
FRA,2023,,
FRA,2024,,
FRA,2025,,
FRA,2026,,
FRA,2027,,
FRA,2028,,
FRA,2029,,
FRA,2030,,
FRA,2031,,
FRA,2032,,
FRA,2033,,
FRA,2034,,
FRA,2035,,
FRA,2036,,
FRA,2037,,
FRA,2038,,
FRA,2039,,
FRA,2040,,
FRA,2041,,
FRA,2042,,
FRA,2043,,
FRA,2044,,
FRA,2045,,
FRA,2046,,
FRA,2047,,
FRA,2048,,
FRA,2049,,
FRA,2050,,
FRA,2055,,
FRA,2060,,
FRA,2065,,
FRA,2070,,
FRA,2075,,
FRA,2080,,
FRA,2085,,
FRA,2090,,
FRA,2095,,
FRA,2100,,
FRO,1990,,
FRO,1991,,
FRO,1992,,
FRO,1993,,
FRO,1994,,
FRO,1995,,
FRO,1996,,
FRO,1997,,
FRO,1998,,
FRO,1999,,
FRO,2000,,
FRO,2001,,
FRO,2002,,
FRO,2003,,
FRO,2004,,
FRO,2005,,
FRO,2006,,
FRO,2007,,
FRO,2008,,
FRO,2009,,
FRO,2010,7,
FRO,2011,7,
FRO,2012,7,
FRO,2013,7,
FRO,2014,7,
FRO,2015,7,
FRO,2016,7,
FRO,2017,7,
FRO,2018,7,
FRO,2019,7,
FRO,2020,,
FRO,2021,,
FRO,2022,,
FRO,2023,,
FRO,2024,,
FRO,2025,,
FRO,2026,,
FRO,2027,,
FRO,2028,,
FRO,2029,,
FRO,2030,,
FRO,2031,,
FRO,2032,,
FRO,2033,,
FRO,2034,,
FRO,2035,,
FRO,2036,,
FRO,2037,,
FRO,2038,,
FRO,2039,,
FRO,2040,,
FRO,2041,,
FRO,2042,,
FRO,2043,,
FRO,2044,,
FRO,2045,,
FRO,2046,,
FRO,2047,,
FRO,2048,,
FRO,2049,,
FRO,2050,,
FRO,2055,,
FRO,2060,,
FRO,2065,,
FRO,2070,,
FRO,2075,,
FRO,2080,,
FRO,2085,,
FRO,2090,,
FRO,2095,,
FRO,2100,,
FSM,1990,,6
FSM,1991,,6
FSM,1992,,6
FSM,1993,,6
FSM,1994,,6
FSM,1995,,6
FSM,1996,,6
FSM,1997,,6
FSM,1998,,6
FSM,1999,,6
FSM,2000,,6
FSM,2001,,6
FSM,2002,,6
FSM,2003,,6
FSM,2004,,6
FSM,2005,,6
FSM,2006,,6
FSM,2007,,6
FSM,2008,,6
FSM,2009,,6
FSM,2010,,6
FSM,2011,,6
FSM,2012,,6
FSM,2013,,6
FSM,2014,,6
FSM,2015,,6
FSM,2016,6,6
FSM,2017,6,6
FSM,2018,6,6
FSM,2019,6,6
FSM,2020,,6
FSM,2021,,6
FSM,2022,,6
FSM,2023,,
FSM,2024,,
FSM,2025,,
FSM,2026,,
FSM,2027,,
FSM,2028,,
FSM,2029,,
FSM,2030,,
FSM,2031,,
FSM,2032,,
FSM,2033,,
FSM,2034,,
FSM,2035,,
FSM,2036,,
FSM,2037,,
FSM,2038,,
FSM,2039,,
FSM,2040,,
FSM,2041,,
FSM,2042,,
FSM,2043,,
FSM,2044,,
FSM,2045,,
FSM,2046,,
FSM,2047,,
FSM,2048,,
FSM,2049,,
FSM,2050,,
FSM,2055,,
FSM,2060,,
FSM,2065,,
FSM,2070,,
FSM,2075,,
FSM,2080,,
FSM,2085,,
FSM,2090,,
FSM,2095,,
FSM,2100,,
FTI,1990,,
FTI,1991,,
FTI,1992,,
FTI,1993,,
FTI,1994,,
FTI,1995,,
FTI,1996,,
FTI,1997,,
FTI,1998,,
FTI,1999,,
FTI,2000,,
FTI,2001,,
FTI,2002,,
FTI,2003,,
FTI,2004,,
FTI,2005,,
FTI,2006,,
FTI,2007,,
FTI,2008,,
FTI,2009,,
FTI,2010,,
FTI,2011,,
FTI,2012,,
FTI,2013,,
FTI,2014,,
FTI,2015,,
FTI,2016,,
FTI,2017,,
FTI,2018,,
FTI,2019,,
FTI,2020,,
FTI,2021,,
FTI,2022,,
FTI,2023,,
FTI,2024,,
FTI,2025,,
FTI,2026,,
FTI,2027,,
FTI,2028,,
FTI,2029,,
FTI,2030,,
FTI,2031,,
FTI,2032,,
FTI,2033,,
FTI,2034,,
FTI,2035,,
FTI,2036,,
FTI,2037,,
FTI,2038,,
FTI,2039,,
FTI,2040,,
FTI,2041,,
FTI,2042,,
FTI,2043,,
FTI,2044,,
FTI,2045,,
FTI,2046,,
FTI,2047,,
FTI,2048,,
FTI,2049,,
FTI,2050,,
FTI,2055,,
FTI,2060,,
FTI,2065,,
FTI,2070,,
FTI,2075,,
FTI,2080,,
FTI,2085,,
FTI,2090,,
FTI,2095,,
FTI,2100,,
GAB,1990,,6
GAB,1991,,6
GAB,1992,,6
GAB,1993,,6
GAB,1994,,6
GAB,1995,,6
GAB,1996,,6
GAB,1997,,6
GAB,1998,6,6
GAB,1999,6,6
GAB,2000,6,6
GAB,2001,6,6
GAB,2002,6,6
GAB,2003,6,6
GAB,2004,6,6
GAB,2005,6,6
GAB,2006,6,6
GAB,2007,6,6
GAB,2008,6,6
GAB,2009,6,6
GAB,2010,6,6
GAB,2011,6,6
GAB,2012,6,5
GAB,2013,6,5
GAB,2014,6,5
GAB,2015,6,5
GAB,2016,6,5
GAB,2017,6,5
GAB,2018,6,5
GAB,2019,6,5
GAB,2020,,5
GAB,2021,,5
GAB,2022,,5
GAB,2023,,
GAB,2024,,
GAB,2025,,
GAB,2026,,
GAB,2027,,
GAB,2028,,
GAB,2029,,
GAB,2030,,
GAB,2031,,
GAB,2032,,
GAB,2033,,
GAB,2034,,
GAB,2035,,
GAB,2036,,
GAB,2037,,
GAB,2038,,
GAB,2039,,
GAB,2040,,
GAB,2041,,
GAB,2042,,
GAB,2043,,
GAB,2044,,
GAB,2045,,
GAB,2046,,
GAB,2047,,
GAB,2048,,
GAB,2049,,
GAB,2050,,
GAB,2055,,
GAB,2060,,
GAB,2065,,
GAB,2070,,
GAB,2075,,
GAB,2080,,
GAB,2085,,
GAB,2090,,
GAB,2095,,
GAB,2100,,
GBR,1990,,6
GBR,1991,,6
GBR,1992,,6
GBR,1993,,6
GBR,1994,,6
GBR,1995,,6
GBR,1996,,6
GBR,1997,,6
GBR,1998,5,6
GBR,1999,5,6
GBR,2000,5,6
GBR,2001,5,6
GBR,2002,5,6
GBR,2003,5,6
GBR,2004,5,6
GBR,2005,5,6
GBR,2006,5,6
GBR,2007,5,6
GBR,2008,5,6
GBR,2009,5,6
GBR,2010,5,6
GBR,2011,5,6
GBR,2012,5,6
GBR,2013,5,6
GBR,2014,5,6
GBR,2015,5,6
GBR,2016,5,6
GBR,2017,5,6
GBR,2018,5,6
GBR,2019,5,6
GBR,2020,5,6
GBR,2021,,6
GBR,2022,,6
GBR,2023,,
GBR,2024,,
GBR,2025,,
GBR,2026,,
GBR,2027,,
GBR,2028,,
GBR,2029,,
GBR,2030,,
GBR,2031,,
GBR,2032,,
GBR,2033,,
GBR,2034,,
GBR,2035,,
GBR,2036,,
GBR,2037,,
GBR,2038,,
GBR,2039,,
GBR,2040,,
GBR,2041,,
GBR,2042,,
GBR,2043,,
GBR,2044,,
GBR,2045,,
GBR,2046,,
GBR,2047,,
GBR,2048,,
GBR,2049,,
GBR,2050,,
GBR,2055,,
GBR,2060,,
GBR,2065,,
GBR,2070,,
GBR,2075,,
GBR,2080,,
GBR,2085,,
GBR,2090,,
GBR,2095,,
GBR,2100,,
GEO,1990,,4
GEO,1991,,4
GEO,1992,,4
GEO,1993,,4
GEO,1994,,4
GEO,1995,,4
GEO,1996,,4
GEO,1997,,4
GEO,1998,6,4
GEO,1999,6,4
GEO,2000,6,4
GEO,2001,6,4
GEO,2002,6,4
GEO,2003,6,4
GEO,2004,6,6
GEO,2005,6,6
GEO,2006,6,6
GEO,2007,6,6
GEO,2008,6,6
GEO,2009,6,6
GEO,2010,6,6
GEO,2011,6,6
GEO,2012,6,6
GEO,2013,6,6
GEO,2014,6,6
GEO,2015,6,6
GEO,2016,6,6
GEO,2017,6,6
GEO,2018,6,6
GEO,2019,6,6
GEO,2020,6,6
GEO,2021,,6
GEO,2022,,6
GEO,2023,,
GEO,2024,,
GEO,2025,,
GEO,2026,,
GEO,2027,,
GEO,2028,,
GEO,2029,,
GEO,2030,,
GEO,2031,,
GEO,2032,,
GEO,2033,,
GEO,2034,,
GEO,2035,,
GEO,2036,,
GEO,2037,,
GEO,2038,,
GEO,2039,,
GEO,2040,,
GEO,2041,,
GEO,2042,,
GEO,2043,,
GEO,2044,,
GEO,2045,,
GEO,2046,,
GEO,2047,,
GEO,2048,,
GEO,2049,,
GEO,2050,,
GEO,2055,,
GEO,2060,,
GEO,2065,,
GEO,2070,,
GEO,2075,,
GEO,2080,,
GEO,2085,,
GEO,2090,,
GEO,2095,,
GEO,2100,,
GHA,1990,,6
GHA,1991,,6
GHA,1992,,6
GHA,1993,,6
GHA,1994,,6
GHA,1995,,6
GHA,1996,,6
GHA,1997,,6
GHA,1998,6,6
GHA,1999,6,6
GHA,2000,6,6
GHA,2001,6,6
GHA,2002,6,6
GHA,2003,6,6
GHA,2004,6,6
GHA,2005,6,6
GHA,2006,6,6
GHA,2007,4,6
GHA,2008,4,6
GHA,2009,4,6
GHA,2010,4,6
GHA,2011,4,6
GHA,2012,4,6
GHA,2013,4,6
GHA,2014,4,6
GHA,2015,4,6
GHA,2016,4,6
GHA,2017,4,6
GHA,2018,4,6
GHA,2019,4,6
GHA,2020,,6
GHA,2021,,6
GHA,2022,,6
GHA,2023,,
GHA,2024,,
GHA,2025,,
GHA,2026,,
GHA,2027,,
GHA,2028,,
GHA,2029,,
GHA,2030,,
GHA,2031,,
GHA,2032,,
GHA,2033,,
GHA,2034,,
GHA,2035,,
GHA,2036,,
GHA,2037,,
GHA,2038,,
GHA,2039,,
GHA,2040,,
GHA,2041,,
GHA,2042,,
GHA,2043,,
GHA,2044,,
GHA,2045,,
GHA,2046,,
GHA,2047,,
GHA,2048,,
GHA,2049,,
GHA,2050,,
GHA,2055,,
GHA,2060,,
GHA,2065,,
GHA,2070,,
GHA,2075,,
GHA,2080,,
GHA,2085,,
GHA,2090,,
GHA,2095,,
GHA,2100,,
GIB,1990,,8
GIB,1991,,8
GIB,1992,,8
GIB,1993,,8
GIB,1994,,8
GIB,1995,,8
GIB,1996,,8
GIB,1997,,6
GIB,1998,5,6
GIB,1999,5,6
GIB,2000,5,6
GIB,2001,5,6
GIB,2002,5,6
GIB,2003,5,6
GIB,2004,5,6
GIB,2005,5,6
GIB,2006,5,6
GIB,2007,5,6
GIB,2008,5,6
GIB,2009,5,6
GIB,2010,5,6
GIB,2011,5,6
GIB,2012,5,6
GIB,2013,5,6
GIB,2014,5,6
GIB,2015,5,6
GIB,2016,5,6
GIB,2017,5,6
GIB,2018,5,6
GIB,2019,5,6
GIB,2020,,6
GIB,2021,,6
GIB,2022,,6
GIB,2023,,
GIB,2024,,
GIB,2025,,
GIB,2026,,
GIB,2027,,
GIB,2028,,
GIB,2029,,
GIB,2030,,
GIB,2031,,
GIB,2032,,
GIB,2033,,
GIB,2034,,
GIB,2035,,
GIB,2036,,
GIB,2037,,
GIB,2038,,
GIB,2039,,
GIB,2040,,
GIB,2041,,
GIB,2042,,
GIB,2043,,
GIB,2044,,
GIB,2045,,
GIB,2046,,
GIB,2047,,
GIB,2048,,
GIB,2049,,
GIB,2050,,
GIB,2055,,
GIB,2060,,
GIB,2065,,
GIB,2070,,
GIB,2075,,
GIB,2080,,
GIB,2085,,
GIB,2090,,
GIB,2095,,
GIB,2100,,
GIN,1990,,6
GIN,1991,,6
GIN,1992,,6
GIN,1993,,6
GIN,1994,,6
GIN,1995,,6
GIN,1996,,6
GIN,1997,,6
GIN,1998,7,6
GIN,1999,7,6
GIN,2000,7,6
GIN,2001,7,6
GIN,2002,7,6
GIN,2003,7,6
GIN,2004,7,6
GIN,2005,7,6
GIN,2006,7,6
GIN,2007,7,6
GIN,2008,7,6
GIN,2009,7,6
GIN,2010,7,6
GIN,2011,7,6
GIN,2012,7,6
GIN,2013,7,6
GIN,2014,7,6
GIN,2015,7,6
GIN,2016,7,6
GIN,2017,7,6
GIN,2018,7,6
GIN,2019,7,6
GIN,2020,,6
GIN,2021,,6
GIN,2022,,6
GIN,2023,,
GIN,2024,,
GIN,2025,,
GIN,2026,,
GIN,2027,,
GIN,2028,,
GIN,2029,,
GIN,2030,,
GIN,2031,,
GIN,2032,,
GIN,2033,,
GIN,2034,,
GIN,2035,,
GIN,2036,,
GIN,2037,,
GIN,2038,,
GIN,2039,,
GIN,2040,,
GIN,2041,,
GIN,2042,,
GIN,2043,,
GIN,2044,,
GIN,2045,,
GIN,2046,,
GIN,2047,,
GIN,2048,,
GIN,2049,,
GIN,2050,,
GIN,2055,,
GIN,2060,,
GIN,2065,,
GIN,2070,,
GIN,2075,,
GIN,2080,,
GIN,2085,,
GIN,2090,,
GIN,2095,,
GIN,2100,,
GMB,1990,,6
GMB,1991,,6
GMB,1992,,6
GMB,1993,,6
GMB,1994,,6
GMB,1995,,6
GMB,1996,,6
GMB,1997,,6
GMB,1998,7,6
GMB,1999,7,6
GMB,2000,7,6
GMB,2001,7,6
GMB,2002,7,6
GMB,2003,7,6
GMB,2004,7,6
GMB,2005,7,6
GMB,2006,7,6
GMB,2007,7,6
GMB,2008,7,6
GMB,2009,7,6
GMB,2010,7,6
GMB,2011,7,6
GMB,2012,7,6
GMB,2013,7,6
GMB,2014,7,6
GMB,2015,7,6
GMB,2016,7,6
GMB,2017,7,6
GMB,2018,7,6
GMB,2019,7,6
GMB,2020,,6
GMB,2021,,6
GMB,2022,,6
GMB,2023,,
GMB,2024,,
GMB,2025,,
GMB,2026,,
GMB,2027,,
GMB,2028,,
GMB,2029,,
GMB,2030,,
GMB,2031,,
GMB,2032,,
GMB,2033,,
GMB,2034,,
GMB,2035,,
GMB,2036,,
GMB,2037,,
GMB,2038,,
GMB,2039,,
GMB,2040,,
GMB,2041,,
GMB,2042,,
GMB,2043,,
GMB,2044,,
GMB,2045,,
GMB,2046,,
GMB,2047,,
GMB,2048,,
GMB,2049,,
GMB,2050,,
GMB,2055,,
GMB,2060,,
GMB,2065,,
GMB,2070,,
GMB,2075,,
GMB,2080,,
GMB,2085,,
GMB,2090,,
GMB,2095,,
GMB,2100,,
GNB,1990,,6
GNB,1991,,6
GNB,1992,,6
GNB,1993,,6
GNB,1994,,6
GNB,1995,,6
GNB,1996,,6
GNB,1997,,6
GNB,1998,7,6
GNB,1999,7,6
GNB,2000,7,6
GNB,2001,7,6
GNB,2002,7,6
GNB,2003,7,6
GNB,2004,7,6
GNB,2005,7,6
GNB,2006,7,6
GNB,2007,7,6
GNB,2008,7,6
GNB,2009,7,6
GNB,2010,7,6
GNB,2011,6,6
GNB,2012,6,6
GNB,2013,6,6
GNB,2014,6,6
GNB,2015,6,6
GNB,2016,6,6
GNB,2017,6,6
GNB,2018,6,6
GNB,2019,6,6
GNB,2020,,6
