countrycode,year,se_prm_tenr,se_prm_tenr_fe,se_prm_tenr_ma
TGO,1996,78.781639,66.588211,91.0224
TGO,1997,76.368538,64.911842,87.860069
TGO,1998,,,
TGO,1999,88.75943,,
TGO,2000,85.384872,,
TGO,2001,88.263649,78.975723,97.56292
TGO,2002,91.079712,,
TGO,2003,89.377533,81.034721,97.723793
TGO,2004,92.054657,84.213089,99.89621
TGO,2005,91.388092,84.262978,98.511414
TGO,2006,93.350212,,
TGO,2007,90.046082,84.134979,95.953377
TGO,2008,91.238602,85.82692,96.643013
TGO,2009,,,
TGO,2010,,,
TGO,2011,,,
TGO,2012,,,
TGO,2013,,,
TGO,2014,91.462852,88.27726,94.633492
TGO,2015,96.570747,,
TGO,2016,91.074417,88.088158,94.045624
TGO,2017,91.645363,88.731949,94.543671
TGO,2018,,,
THA,1990,,,
THA,1991,,,
THA,1992,,,
THA,1993,,,
THA,1994,,,
THA,1995,,,
THA,1996,,,
THA,1997,,,
THA,1998,,,
THA,1999,,,
THA,2000,,,
THA,2001,,,
THA,2002,,,
THA,2003,,,
THA,2004,,,
THA,2005,,,
THA,2006,98.891937,98.056671,99.688087
THA,2007,98.461243,97.64344,99.239021
THA,2008,97.904198,97.167252,98.603821
THA,2009,98.019577,97.7911,98.236237
THA,2010,,,
THA,2011,,,
THA,2012,,,
THA,2013,,,
THA,2014,,,
THA,2015,,,
THA,2016,,,
THA,2017,,,
THA,2018,,,
TJK,1990,,,
TJK,1991,,,
TJK,1992,,,
TJK,1993,,,
TJK,1994,,,
TJK,1995,,,
TJK,1996,,,
TJK,1997,,,
TJK,1998,,,
TJK,1999,,,
TJK,2000,95.680679,92.296898,98.973541
TJK,2001,95.184258,91.266403,98.98896
TJK,2002,96.859016,94.337852,99.30217
TJK,2003,96.92337,94.729958,99.042839
TJK,2004,97.380219,95.520988,99.171402
TJK,2005,97.054741,95.460709,98.586372
TJK,2006,96.619339,94.743607,98.417641
TJK,2007,95.513779,94.13607,96.830307
TJK,2008,97.723297,96.354301,99.028053
TJK,2009,98.164238,96.879219,99.386757
TJK,2010,98.372681,97.202248,99.485123
TJK,2011,98.17598,96.7687,99.513382
TJK,2012,98.128288,97.11647,99.089058
TJK,2013,97.541931,96.568771,98.465286
TJK,2014,95.774101,95.199577,96.318817
TJK,2015,95.106522,94.445992,95.732399
TJK,2016,95.472527,94.75872,96.14859
TJK,2017,98.534607,97.845779,99.186882
TJK,2018,,,
TKM,1990,,,
TKM,1991,,,
TKM,1992,,,
TKM,1993,,,
TKM,1994,,,
TKM,1995,,,
TKM,1996,,,
TKM,1997,,,
TKM,1998,,,
TKM,1999,,,
TKM,2000,,,
TKM,2001,,,
TKM,2002,,,
TKM,2003,,,
TKM,2004,,,
TKM,2005,,,
TKM,2006,,,
TKM,2007,,,
TKM,2008,,,
TKM,2009,,,
TKM,2010,,,
TKM,2011,,,
TKM,2012,,,
TKM,2013,,,
TKM,2014,,,
TKM,2015,,,
TKM,2016,,,
TKM,2017,,,
TKM,2018,,,
TLS,1990,,,
TLS,1991,,,
TLS,1992,,,
TLS,1993,,,
TLS,1994,,,
TLS,1995,,,
TLS,1996,,,
TLS,1997,,,
TLS,1998,,,
TLS,1999,,,
TLS,2000,,,
TLS,2001,,,
TLS,2002,,,
TLS,2003,,,
TLS,2004,,,
TLS,2005,,,
TLS,2006,,,
TLS,2007,,,
TLS,2008,70.334167,69.354019,71.273888
TLS,2009,78.310448,77.168221,79.404671
TLS,2010,87.319321,86.742691,87.872292
TLS,2011,92.681282,91.981194,93.353539
TLS,2012,91.621681,91.335136,91.897041
TLS,2013,90.54068,90.674461,90.412071
TLS,2014,88.041061,89.33567,86.796608
TLS,2015,84.989441,86.574532,83.466263
TLS,2016,81.836601,83.354622,80.378418
TLS,2017,80.76265,82.272141,79.312759
TLS,2018,,,
TON,1990,92.285233,93.153267,91.482452
TON,1991,,,
TON,1992,,,
TON,1993,92.639511,93.430962,91.924309
TON,1994,,,
TON,1995,,,
TON,1996,,,
TON,1997,,,
TON,1998,94.043053,93.082031,94.91127
TON,1999,90.654266,87.910408,93.161308
TON,2000,,,
TON,2001,99.042679,,
TON,2002,,,
TON,2003,,,
TON,2004,98.104118,,
TON,2005,98.82917,,
TON,2006,98.918549,,
TON,2007,,,
TON,2008,,,
TON,2009,,,
TON,2010,,,
TON,2011,,,
TON,2012,98.42276,,
TON,2013,96.050369,97.444427,94.774673
TON,2014,98.692093,,
TON,2015,99.937958,,
TON,2016,,,
TON,2017,,,
TON,2018,,,
TTO,1990,90.034348,91.884613,88.238037
TTO,1991,89.61937,89.691071,89.549652
TTO,1992,89.199112,89.235252,89.163948
TTO,1993,88.320389,88.532661,88.113747
TTO,1994,,,
TTO,1995,,,
TTO,1996,88.667809,88.740219,88.597343
TTO,1997,88.484528,88.838341,88.140343
TTO,1998,,,
TTO,1999,97.891159,98.32206,97.47216
TTO,2000,98.305649,98.68084,97.940689
TTO,2001,97.77076,98.105492,97.444817
TTO,2002,94.542488,95.475098,93.633881
TTO,2003,95.93129,95.8479,96.01255
TTO,2004,96.590172,96.686333,96.496437
TTO,2005,93.674858,93.660744,93.688622
TTO,2006,,,
TTO,2007,96.879662,96.178658,97.56208
TTO,2008,97.980209,97.725143,98.228462
TTO,2009,98.300079,96.708252,99.849068
TTO,2010,98.733513,98.398941,99.059097
TTO,2011,,,
TTO,2012,,,
TTO,2013,,,
TTO,2014,,,
TTO,2015,,,
TTO,2016,,,
TTO,2017,,,
TTO,2018,,,
TUN,1990,93.94593,88.696938,99.011299
TUN,1991,94.949509,90.166809,99.563377
TUN,1992,95.336617,91.037422,99.476761
TUN,1993,96.174583,92.4151,99.791672
TUN,1994,96.188881,92.824371,99.424828
TUN,1995,96.424461,93.628563,99.113792
TUN,1996,95.460472,92.912651,97.912292
TUN,1997,94.337547,92.318413,96.27961
TUN,1998,,,
TUN,1999,94.344757,92.87722,95.752037
TUN,2000,95.43821,94.150337,96.670799
TUN,2001,97.285843,96.454964,98.079514
TUN,2002,99.47773,,
TUN,2003,99.697937,,
TUN,2004,99.840881,,
TUN,2005,98.872238,98.66198,99.07254
TUN,2006,98.630058,98.66423,98.597481
TUN,2007,97.652809,97.417068,97.877762
TUN,2008,97.998802,97.602074,98.37767
TUN,2009,98.601181,98.243813,98.942612
TUN,2010,99.63456,,
TUN,2011,99.634071,,
TUN,2012,99.893646,,
TUN,2013,99.615341,,
TUN,2014,,,
TUN,2015,,,
TUN,2016,,,
TUN,2017,,,
TUN,2018,,,
TUR,1990,96.021339,,
TUR,1991,95.315392,,
TUR,1992,95.502029,,
TUR,1993,93.070343,,
TUR,1994,92.249489,88.84893,95.570282
TUR,1995,91.645309,88.322662,94.88765
TUR,1996,,,
TUR,1997,92.044518,88.313492,95.680923
TUR,1998,,,
TUR,1999,94.978897,90.820793,99.025818
TUR,2000,95.855324,,
TUR,2001,96.39444,,
TUR,2002,96.718102,,
TUR,2003,97.151001,,
TUR,2004,97.477928,,
TUR,2005,97.793167,,
TUR,2006,98.058281,96.198067,99.853371
TUR,2007,98.511467,97.087311,99.884407
TUR,2008,97.728241,96.575699,98.838402
TUR,2009,95.32373,94.487968,96.128151
TUR,2010,96.063629,95.364929,96.735657
TUR,2011,95.212936,94.582321,95.819031
TUR,2012,93.842506,93.256599,94.405472
TUR,2013,93.535622,92.940536,94.10717
TUR,2014,94.883698,94.332253,95.413391
TUR,2015,94.972893,94.506882,95.420486
TUR,2016,94.44043,94.047127,94.818001
TUR,2017,,,
TUR,2018,,,
TUV,1990,,,
TUV,1991,,,
TUV,1992,,,
TUV,1993,,,
TUV,1994,,,
TUV,1995,,,
TUV,1996,,,
TUV,1997,,,
TUV,1998,,,
TUV,1999,,,
TUV,2000,,,
TUV,2001,,,
TUV,2002,,,
TUV,2003,,,
TUV,2004,,,
TUV,2005,,,
TUV,2006,,,
TUV,2007,,,
TUV,2008,,,
TUV,2009,,,
TUV,2010,,,
TUV,2011,,,
TUV,2012,,,
TUV,2013,,,
TUV,2014,99.660919,,
TUV,2015,,,
TUV,2016,97.484779,,
TUV,2017,,,
TUV,2018,,,
TZA,1990,51.32563,51.784901,50.86861
TZA,1991,50.625542,51.010921,50.24221
TZA,1992,50.703941,50.994289,50.41523
TZA,1993,49.920029,50.420132,49.422859
TZA,1994,48.712631,49.43914,47.990459
TZA,1995,48.602421,49.272179,47.936642
TZA,1996,48.709919,49.360931,48.062809
TZA,1997,49.09301,49.820801,48.36969
TZA,1998,48.570599,49.389141,47.757191
TZA,1999,48.975689,49.824478,48.13232
TZA,2000,52.501888,53.182861,51.825211
TZA,2001,57.052078,56.93475,57.16946
TZA,2002,71.705681,70.719627,72.696838
TZA,2003,79.925636,78.402412,81.460419
TZA,2004,84.085617,82.625687,85.556717
TZA,2005,88.26358,86.8368,89.697937
TZA,2006,93.43869,92.534714,94.339981
TZA,2007,,,
TZA,2008,94.371567,94.072441,94.66774
TZA,2009,,,
TZA,2010,87.714767,88.077759,87.353142
TZA,2011,,,
TZA,2012,82.943779,83.157356,82.728477
TZA,2013,80.762451,81.200928,80.31971
TZA,2014,79.322861,80.22821,78.410469
TZA,2015,,,
TZA,2016,80.808517,82.076683,79.543747
TZA,2017,80.808533,82.076683,79.551628
TZA,2018,,,
UGA,1990,,,
UGA,1991,,,
UGA,1992,,,
UGA,1993,,,
UGA,1994,,,
UGA,1995,,,
UGA,1996,,,
UGA,1997,,,
UGA,1998,,,
UGA,1999,,,
UGA,2000,,,
UGA,2001,,,
UGA,2002,,,
UGA,2003,,,
UGA,2004,,,
UGA,2005,,,
UGA,2006,,,
UGA,2007,,,
UGA,2008,,,
UGA,2009,90.910606,92.131058,89.703407
UGA,2010,87.719933,89.010712,86.443779
UGA,2011,90.438362,91.711594,89.180519
UGA,2012,,,
UGA,2013,90.997993,92.421928,89.59314
UGA,2014,,,
UGA,2015,,,
UGA,2016,,,
UGA,2017,,,
UGA,2018,,,
UKR,1990,,,
UKR,1991,,,
UKR,1992,,,
UKR,1993,,,
UKR,1994,,,
UKR,1995,,,
UKR,1996,,,
UKR,1997,,,
UKR,1998,,,
UKR,1999,,,
UKR,2000,,,
UKR,2001,,,
UKR,2002,96.336632,96.349693,96.324226
UKR,2003,90.095367,90.124161,90.068008
UKR,2004,89.763023,89.539574,89.975441
UKR,2005,89.94841,89.789726,90.099297
UKR,2006,88.781174,88.58783,88.965172
UKR,2007,88.239883,88.068993,88.402519
UKR,2008,87.93499,87.970497,87.901199
UKR,2009,88.305443,88.351181,88.261993
UKR,2010,90.766762,91.051247,90.497208
UKR,2011,92.874329,93.467659,92.314049
UKR,2012,93.877876,94.63726,93.161453
UKR,2013,94.260818,95.092079,93.477249
UKR,2014,92.768051,93.737228,91.854858
UKR,2015,,,
UKR,2016,,,
UKR,2017,,,
UKR,2018,,,
URY,1990,,,
URY,1991,92.000008,92.539543,91.481331
URY,1992,93.961143,94.334938,93.602058
URY,1993,94.65699,95.066483,94.263962
URY,1994,93.034843,93.398773,92.685791
URY,1995,92.543472,92.941879,92.161568
URY,1996,92.047974,92.596451,91.522232
URY,1997,92.197113,92.63839,91.7742
URY,1998,,,
URY,1999,,,
URY,2000,,,
URY,2001,,,
URY,2002,,,
URY,2003,,,
URY,2004,,,
URY,2005,97.563797,97.45443,97.668869
URY,2006,99.947319,,
URY,2007,98.099739,98.170029,98.032158
URY,2008,99.257179,99.058571,99.448158
URY,2009,99.443718,99.13694,99.738579
URY,2010,99.8424,,
URY,2011,,,
URY,2012,,,
URY,2013,99.496872,99.404839,99.584999
URY,2014,94.507141,94.462807,94.549553
URY,2015,97.697723,97.659927,97.733833
URY,2016,98.345963,98.333168,98.358177
URY,2017,,,
URY,2018,,,
USA,1990,98.648743,98.967087,98.345329
USA,1991,98.650772,98.674347,98.62825
USA,1992,,,
USA,1993,96.711662,96.654152,96.76664
USA,1994,96.078537,96.425217,95.747162
USA,1995,97.037849,97.135147,96.944901
USA,1996,95.92057,96.146317,95.705116
USA,1997,,,
USA,1998,,,
USA,1999,95.766541,,
USA,2000,95.909103,,
USA,2001,96.296837,,
USA,2002,95.321198,,
USA,2003,96.046806,,
USA,2004,95.612534,,
USA,2005,96.465263,,
USA,2006,96.82341,,
USA,2007,97.289146,,
USA,2008,97.347359,,
USA,2009,95.915314,,
USA,2010,94.542961,,
USA,2011,93.468224,94.142937,92.822189
USA,2012,93.732147,93.749252,93.715759
USA,2013,93.857613,93.93219,93.786171
USA,2014,94.16806,94.691711,93.666519
USA,2015,94.600227,95.00148,94.215591
USA,2016,95.892059,95.702583,96.073799
USA,2017,,,
USA,2018,,,
UZB,1990,,,
UZB,1991,,,
UZB,1992,,,
UZB,1993,,,
UZB,1994,,,
UZB,1995,,,
UZB,1996,,,
UZB,1997,,,
UZB,1998,,,
UZB,1999,,,
UZB,2000,,,
UZB,2001,,,
UZB,2002,,,
UZB,2003,,,
UZB,2004,,,
UZB,2005,,,
UZB,2006,,,
UZB,2007,92.417557,91.777542,93.028419
UZB,2008,90.991219,90.452232,91.506691
UZB,2009,90.595383,89.951477,91.211632
UZB,2010,91.638199,90.848389,92.393661
UZB,2011,92.407227,91.516548,93.258072
UZB,2012,94.053841,93.204697,94.864449
UZB,2013,95.332367,94.552872,96.07592
UZB,2014,96.495216,95.760658,97.195313
UZB,2015,97.124969,96.393158,97.821877
UZB,2016,97.505051,96.789749,98.185577
UZB,2017,98.547783,97.722702,99.331772
UZB,2018,,,
VCT,1990,,,
VCT,1991,,,
VCT,1992,,,
VCT,1993,,,
VCT,1994,99.462357,,
VCT,1995,,,
VCT,1996,,,
VCT,1997,,,
VCT,1998,,,
VCT,1999,,,
VCT,2000,98.211372,,
VCT,2001,,,
VCT,2002,99.053467,,
VCT,2003,99.483063,,
VCT,2004,99.3918,,
VCT,2005,98.266388,96.990768,99.51545
VCT,2006,,,
VCT,2007,98.403397,,
VCT,2008,97.520897,,
VCT,2009,98.330162,,
VCT,2010,98.48877,,
VCT,2011,96.689529,96.743057,96.637169
VCT,2012,99.115044,,
VCT,2013,96.255402,95.214706,97.273003
VCT,2014,,,
VCT,2015,98.774643,98.768509,98.780647
VCT,2016,98.097603,98.107353,98.088051
VCT,2017,98.34549,97.790993,98.888893
VCT,2018,,,
VEN,1990,,,
VEN,1991,,,
VEN,1992,,,
VEN,1993,,,
VEN,1994,,,
VEN,1995,,,
VEN,1996,,,
VEN,1997,,,
VEN,1998,,,
VEN,1999,84.9813,85.660667,84.329613
VEN,2000,87.485771,88.235046,86.76709
VEN,2001,90.15007,90.873497,89.456146
VEN,2002,93.12458,93.708549,92.564468
VEN,2003,91.795837,92.364372,91.250664
VEN,2004,92.058273,92.561943,91.575447
VEN,2005,90.876717,91.487541,90.291351
VEN,2006,91.609917,92.0877,91.152107
VEN,2007,92.660767,93.006279,92.329689
VEN,2008,90.806541,91.198837,90.430649
VEN,2009,92.780983,93.014091,92.557632
VEN,2010,93.603958,93.830276,93.387077
VEN,2011,93.619293,93.832809,93.414619
VEN,2012,93.656174,92.495369,94.769348
VEN,2013,92.920731,91.883659,93.915459
VEN,2014,92.650139,92.807251,92.499451
VEN,2015,91.996681,91.948311,92.043083
VEN,2016,88.943733,88.900513,88.985168
VEN,2017,86.193977,86.079819,86.303482
VEN,2018,,,
VGB,1990,,,
VGB,1991,,,
VGB,1992,,,
VGB,1993,,,
VGB,1994,,,
VGB,1995,,,
VGB,1996,,,
VGB,1997,,,
VGB,1998,,,
VGB,1999,,,
VGB,2000,,,
VGB,2001,,,
VGB,2002,,,
VGB,2003,,,
VGB,2004,,,
VGB,2005,,,
VGB,2006,,,
VGB,2007,,,
VGB,2008,,,
VGB,2009,,,
VGB,2010,,,
VGB,2011,,,
VGB,2012,,,
VGB,2013,,,
VGB,2014,,,
VGB,2015,,,
VGB,2016,,,
VGB,2017,,,
VGB,2018,,,
VIR,1990,,,
VIR,1991,,,
VIR,1992,,,
VIR,1993,,,
VIR,1994,,,
VIR,1995,,,
VIR,1996,,,
VIR,1997,,,
VIR,1998,,,
VIR,1999,,,
VIR,2000,,,
VIR,2001,,,
VIR,2002,,,
VIR,2003,,,
VIR,2004,,,
VIR,2005,,,
VIR,2006,,,
VIR,2007,,,
VIR,2008,,,
VIR,2009,,,
VIR,2010,,,
VIR,2011,,,
VIR,2012,,,
VIR,2013,,,
VIR,2014,,,
VIR,2015,,,
VIR,2016,,,
VIR,2017,,,
VIR,2018,,,
VNM,1990,,,
VNM,1991,,,
VNM,1992,,,
VNM,1993,,,
VNM,1994,,,
VNM,1995,,,
VNM,1996,,,
VNM,1997,,,
VNM,1998,99.140518,,
VNM,1999,98.361748,,
VNM,2000,97.370018,,
VNM,2001,96.067383,,
VNM,2002,93.040703,,
VNM,2003,,,
VNM,2004,,,
VNM,2005,90.11805,,
VNM,2006,91.75573,,
VNM,2007,,,
VNM,2008,97.14888,,
VNM,2009,98.384888,,
VNM,2010,98.138809,,
VNM,2011,99.400879,,
VNM,2012,98.201561,,
VNM,2013,98.10553,,
VNM,2014,,,
VNM,2015,,,
VNM,2016,,,
VNM,2017,,,
VNM,2018,,,
VUT,1990,,,
VUT,1991,,,
VUT,1992,,,
VUT,1993,,,
VUT,1994,,,
VUT,1995,,,
VUT,1996,,,
VUT,1997,,,
VUT,1998,98.057953,,
VUT,1999,97.646049,96.977898,98.268082
VUT,2000,99.322113,,
VUT,2001,99.579224,,
VUT,2002,99.225433,,
VUT,2003,99.67173,,
VUT,2004,97.638313,97.350441,97.906891
VUT,2005,99.155128,,
VUT,2006,,,
VUT,2007,,,
VUT,2008,,,
VUT,2009,,,
VUT,2010,,,
VUT,2011,,,
VUT,2012,,,
VUT,2013,,,
VUT,2014,,,
VUT,2015,86.700912,87.974716,85.536942
VUT,2016,,,
VUT,2017,,,
VUT,2018,,,
WSM,1990,,,
WSM,1991,,,
WSM,1992,,,
WSM,1993,,,
WSM,1994,93.372551,95.003967,91.928688
WSM,1995,,,
WSM,1996,,,
WSM,1997,,,
WSM,1998,96.198029,99.448219,93.25766
WSM,1999,92.681213,93.12915,92.273033
WSM,2000,91.500191,93.013939,90.118828
WSM,2001,94.746841,96.612099,93.047081
WSM,2002,,,
WSM,2003,,,
WSM,2004,,,
WSM,2005,,,
WSM,2006,,,
WSM,2007,98.369614,,
WSM,2008,,,
WSM,2009,99.729691,,
WSM,2010,96.758911,97.102371,96.43589
WSM,2011,95.03154,96.159607,93.966522
WSM,2012,96.109192,97.437378,94.85524
WSM,2013,,,
WSM,2014,97.293068,98.095367,96.543358
WSM,2015,97.327637,97.927994,96.769882
WSM,2016,96.342628,97.743172,95.04644
WSM,2017,96.193542,96.762589,95.667747
WSM,2018,,,
XKX,1990,,,
XKX,1991,,,
XKX,1992,,,
XKX,1993,,,
XKX,1994,,,
XKX,1995,,,
XKX,1996,,,
XKX,1997,,,
XKX,1998,,,
XKX,1999,,,
XKX,2000,,,
XKX,2001,,,
XKX,2002,,,
XKX,2003,,,
XKX,2004,,,
XKX,2005,,,
XKX,2006,,,
XKX,2007,,,
XKX,2008,,,
XKX,2009,,,
XKX,2010,,,
XKX,2011,,,
XKX,2012,,,
XKX,2013,,,
XKX,2014,,,
XKX,2015,,,
XKX,2016,,,
XKX,2017,,,
XKX,2018,,,
YEM,1990,,,
YEM,1991,,,
YEM,1992,,,
YEM,1993,,,
YEM,1994,,,
YEM,1995,,,
YEM,1996,,,
YEM,1997,,,
YEM,1998,,,
YEM,1999,55.943352,41.098808,70.224426
YEM,2000,,,
YEM,2001,64.464447,,
YEM,2002,,,
YEM,2003,70.67437,58.33168,82.570953
YEM,2004,73.625648,61.777111,85.039963
YEM,2005,75.749001,65.266701,85.841408
YEM,2006,,,
YEM,2007,,,
YEM,2008,75.993507,68.703941,83.005234
YEM,2009,,,
YEM,2010,81.066498,73.096649,88.729027
YEM,2011,,,
YEM,2012,84.547569,76.854973,91.941093
YEM,2013,84.977081,77.891319,91.785477
YEM,2014,,,
YEM,2015,,,
YEM,2016,83.316818,77.929382,88.488693
YEM,2017,,,
YEM,2018,,,
ZAF,1990,,,
ZAF,1991,86.902702,88.236687,85.57737
ZAF,1992,,,
ZAF,1993,,,
ZAF,1994,91.459084,92.101723,90.821159
ZAF,1995,92.584824,93.280563,91.894577
ZAF,1996,,,
ZAF,1997,,,
ZAF,1998,93.209396,94.518997,91.909561
ZAF,1999,94.116043,95.429947,92.812866
ZAF,2000,92.177139,92.962013,91.399277
ZAF,2001,92.245193,93.451408,91.051323
ZAF,2002,92.30687,93.656448,90.97258
ZAF,2003,92.521339,93.613548,91.442459
ZAF,2004,92.327759,93.194191,91.472412
ZAF,2005,91.00074,91.88443,90.128609
ZAF,2006,,,
ZAF,2007,,,
ZAF,2008,,,
ZAF,2009,,,
ZAF,2010,,,
ZAF,2011,,,
ZAF,2012,,,
ZAF,2013,,,
ZAF,2014,,,
ZAF,2015,91.553192,91.801529,91.308167
ZAF,2016,,,
ZAF,2017,,,
ZAF,2018,,,
ZMB,1990,,,
ZMB,1991,,,
ZMB,1992,,,
ZMB,1993,,,
ZMB,1994,73.407677,71.96035,74.844597
ZMB,1995,71.511124,70.18177,72.831123
ZMB,1996,,,
ZMB,1997,,,
ZMB,1998,68.346527,67.220039,69.465797
ZMB,1999,66.852882,65.61776,68.08004
ZMB,2000,66.640221,65.918541,67.357201
ZMB,2001,66.255402,65.916069,66.592644
ZMB,2002,69.050346,68.526871,69.570602
ZMB,2003,,,
ZMB,2004,81.240349,81.410454,81.071373
ZMB,2005,89.199463,90.098618,88.306328
ZMB,2006,87.264961,88.68705,85.852669
ZMB,2007,89.595772,89.986717,89.207642
ZMB,2008,90.062424,,
ZMB,2009,87.11705,88.325012,85.918922
ZMB,2010,84.57518,85.725281,83.434967
ZMB,2011,88.408577,89.516068,87.311157
ZMB,2012,90.125313,91.580406,88.684311
ZMB,2013,87.90741,88.870621,86.954109
ZMB,2014,,,
ZMB,2015,,,
ZMB,2016,,,
ZMB,2017,86.021538,87.890167,84.1754
ZMB,2018,,,
ZWE,1990,,,
ZWE,1991,,,
ZWE,1992,,,
ZWE,1993,,,
ZWE,1994,,,
ZWE,1995,,,
ZWE,1996,,,
ZWE,1997,,,
ZWE,1998,84.097313,84.992821,83.207779
ZWE,1999,86.280937,86.900543,85.665894
ZWE,2000,87.027946,87.348137,86.710136
ZWE,2001,89.045052,89.69503,88.400101
ZWE,2002,85.50634,86.162323,84.855469
ZWE,2003,84.137451,85.0466,83.235291
ZWE,2004,,,
ZWE,2005,,,
ZWE,2006,,,
ZWE,2007,,,
ZWE,2008,,,
ZWE,2009,,,
ZWE,2010,,,
ZWE,2011,,,
ZWE,2012,88.063423,88.98407,87.146843
ZWE,2013,85.229187,86.004578,84.45723
ZWE,2014,,,
ZWE,2015,,,
ZWE,2016,,,
ZWE,2017,,,
ZWE,2018,,,
