countrycode,year,se_prm_tenr,se_prm_tenr_fe,se_prm_tenr_ma
FIN,1998,99.482529,99.341721,99.617081
FIN,1999,99.838257,,
FIN,2000,99.735428,,
FIN,2001,99.756447,99.825531,99.69017
FIN,2002,99.395264,99.422409,99.369148
FIN,2003,98.679268,98.626152,98.7304
FIN,2004,97.744919,97.660767,97.825981
FIN,2005,97.345612,97.41787,97.276031
FIN,2006,96.811073,97.033028,96.597519
FIN,2007,97.413109,97.611328,97.222618
FIN,2008,97.854317,97.862213,97.846741
FIN,2009,98.016251,98.061348,97.973038
FIN,2010,98.310791,98.353073,98.270317
FIN,2011,98.574448,98.561447,98.586891
FIN,2012,99.113373,99.084396,99.141083
FIN,2013,99.11927,99.163078,99.077347
FIN,2014,99.430511,99.612869,99.25592
FIN,2015,99.192429,99.247818,99.139389
FIN,2016,99.123489,99.228867,99.02256
FIN,2017,,,
FIN,2018,,,
FJI,1990,,,
FJI,1991,,,
FJI,1992,96.650841,96.687271,96.616417
FJI,1993,,,
FJI,1994,97.002937,97.121628,96.890999
FJI,1995,95.494583,95.780457,95.225166
FJI,1996,93.146492,92.904404,93.374519
FJI,1997,93.571114,93.33844,93.790268
FJI,1998,94.546982,94.571358,94.52401
FJI,1999,94.24913,94.550079,93.965523
FJI,2000,94.861649,94.8871,94.837669
FJI,2001,97.936821,98.059341,97.821404
FJI,2002,99.215179,,
FJI,2003,99.300163,99.899162,98.737938
FJI,2004,99.15461,99.332062,98.988602
FJI,2005,,,
FJI,2006,99.126213,99.527939,98.751907
FJI,2007,99.615692,,
FJI,2008,99.327553,,
FJI,2009,99.376472,99.620216,99.149292
FJI,2010,,,
FJI,2011,99.039841,,
FJI,2012,98.687401,,
FJI,2013,97.12085,98.45285,95.879951
FJI,2014,,,
FJI,2015,98.029388,98.389748,97.692078
FJI,2016,99.9319,,
FJI,2017,,,
FJI,2018,,,
FRA,1990,99.961327,,
FRA,1991,99.954079,,
FRA,1992,99.615517,99.628822,99.602829
FRA,1993,98.092491,98.074799,98.109383
FRA,1994,97.883141,97.777863,97.983673
FRA,1995,98.811836,98.71331,98.90593
FRA,1996,99.73185,99.701683,99.760643
FRA,1997,99.580917,99.672531,99.493462
FRA,1998,,,
FRA,1999,99.699112,99.822792,99.581039
FRA,2000,96.186317,96.384369,95.997459
FRA,2001,96.093468,96.314651,95.882843
FRA,2002,96.04528,96.288132,95.813889
FRA,2003,95.822273,96.065491,95.590752
FRA,2004,95.787811,96.128693,95.463699
FRA,2005,99.23101,99.499741,98.975471
FRA,2006,99.262352,99.423843,99.108711
FRA,2007,99.182358,99.496964,98.883812
FRA,2008,98.745377,98.99369,98.509216
FRA,2009,98.385239,98.652718,98.130623
FRA,2010,98.019783,98.175522,97.871162
FRA,2011,99.03727,99.405167,98.685951
FRA,2012,98.916222,99.454681,98.40213
FRA,2013,98.911522,99.336082,98.506561
FRA,2014,98.950531,99.290611,98.625702
FRA,2015,98.984062,99.216812,98.761627
FRA,2016,99.109154,99.397797,98.833672
FRA,2017,,,
FRA,2018,,,
FRO,1990,,,
FRO,1991,,,
FRO,1992,,,
FRO,1993,,,
FRO,1994,,,
FRO,1995,,,
FRO,1996,,,
FRO,1997,,,
FRO,1998,,,
FRO,1999,,,
FRO,2000,,,
FRO,2001,,,
FRO,2002,,,
FRO,2003,,,
FRO,2004,,,
FRO,2005,,,
FRO,2006,,,
FRO,2007,,,
FRO,2008,,,
FRO,2009,,,
FRO,2010,,,
FRO,2011,,,
FRO,2012,,,
FRO,2013,,,
FRO,2014,,,
FRO,2015,,,
FRO,2016,,,
FRO,2017,,,
FRO,2018,,,
FSM,1990,,,
FSM,1991,,,
FSM,1992,,,
FSM,1993,,,
FSM,1994,,,
FSM,1995,,,
FSM,1996,,,
FSM,1997,,,
FSM,1998,,,
FSM,1999,,,
FSM,2000,,,
FSM,2001,,,
FSM,2002,,,
FSM,2003,,,
FSM,2004,,,
FSM,2005,,,
FSM,2006,,,
FSM,2007,,,
FSM,2008,,,
FSM,2009,,,
FSM,2010,,,
FSM,2011,,,
FSM,2012,,,
FSM,2013,,,
FSM,2014,87.04879,88.296967,85.889168
FSM,2015,84.009171,85.392929,82.723991
FSM,2016,,,
FSM,2017,,,
FSM,2018,,,
GAB,1990,,,
GAB,1991,,,
GAB,1992,,,
GAB,1993,,,
GAB,1994,,,
GAB,1995,,,
GAB,1996,,,
GAB,1997,91.266182,91.132187,91.398048
GAB,1998,,,
GAB,1999,,,
GAB,2000,,,
GAB,2001,,,
GAB,2002,,,
GAB,2003,,,
GAB,2004,,,
GAB,2005,,,
GAB,2006,,,
GAB,2007,,,
GAB,2008,,,
GAB,2009,,,
GAB,2010,,,
GAB,2011,,,
GAB,2012,,,
GAB,2013,,,
GAB,2014,,,
GAB,2015,,,
GAB,2016,,,
GAB,2017,,,
GAB,2018,,,
GBR,1990,99.789032,,
GBR,1991,98.119629,98.378769,97.872269
GBR,1992,96.591408,96.765541,96.424988
GBR,1993,,,
GBR,1994,,,
GBR,1995,,,
GBR,1996,,,
GBR,1997,,,
GBR,1998,99.905457,99.846519,99.961731
GBR,1999,99.943703,99.977417,99.911537
GBR,2000,99.948387,99.983231,99.915199
GBR,2001,99.93998,,
GBR,2002,99.748329,99.817261,99.682762
GBR,2003,99.907333,99.995567,99.823402
GBR,2004,99.312698,99.394676,99.234703
GBR,2005,99.998619,99.999138,99.998131
GBR,2006,99.557404,99.810181,99.31649
GBR,2007,97.727699,97.969643,97.496971
GBR,2008,98.903641,98.856041,98.949043
GBR,2009,98.171638,98.11264,98.227898
GBR,2010,98.377487,98.355873,98.398102
GBR,2011,98.376663,98.424507,98.331062
GBR,2012,98.629044,98.61216,98.645149
GBR,2013,99.891403,,
GBR,2014,99.907997,,
GBR,2015,99.941971,,
GBR,2016,99.763443,99.692009,99.831657
GBR,2017,,,
GBR,2018,,,
GEO,1990,,,
GEO,1991,,,
GEO,1992,,,
GEO,1993,,,
GEO,1994,,,
GEO,1995,82.531853,82.28936,82.761383
GEO,1996,82.418381,83.249847,81.632584
GEO,1997,83.722359,83.494049,83.937927
GEO,1998,,,
GEO,1999,,,
GEO,2000,,,
GEO,2001,,,
GEO,2002,,,
GEO,2003,,,
GEO,2004,86.818619,85.360031,88.230042
GEO,2005,85.784569,85.090302,86.449051
GEO,2006,87.815819,88.445221,87.225563
GEO,2007,93.891449,92.565536,95.107681
GEO,2008,95.606071,94.931831,96.213013
GEO,2009,95.004417,94.778839,95.204773
GEO,2010,,,
GEO,2011,96.259903,96.563667,95.991783
GEO,2012,98.031013,97.59214,98.418457
GEO,2013,99.661209,,
GEO,2014,99.746742,,
GEO,2015,99.619049,,
GEO,2016,99.625923,,
GEO,2017,99.261322,,
GEO,2018,,,
GHA,1990,,,
GHA,1991,,,
GHA,1992,,,
GHA,1993,,,
GHA,1994,,,
GHA,1995,,,
GHA,1996,,,
GHA,1997,,,
GHA,1998,,,
GHA,1999,62.14608,60.933601,63.307159
GHA,2000,65.74942,64.760468,66.69635
GHA,2001,60.320129,59.765541,60.85199
GHA,2002,62.81094,62.459541,63.147491
GHA,2003,61.449478,61.518051,61.383869
GHA,2004,,,
GHA,2005,65.268913,64.95211,65.572037
GHA,2006,64.211884,64.487633,63.94762
GHA,2007,69.814583,69.876678,69.754982
GHA,2008,74.941383,75.127419,74.762581
GHA,2009,73.733459,73.767807,73.700432
GHA,2010,,,
GHA,2011,81.974808,82.109062,81.846069
GHA,2012,80.933723,,
GHA,2013,85.84845,85.992973,85.709633
GHA,2014,88.390961,88.582314,88.207367
GHA,2015,90.113571,90.363449,89.87413
GHA,2016,86.701027,87.554314,85.884041
GHA,2017,85.144669,85.880676,84.440514
GHA,2018,84.107353,84.882294,83.366058
GIB,1990,,,
GIB,1991,,,
GIB,1992,,,
GIB,1993,,,
GIB,1994,,,
GIB,1995,,,
GIB,1996,,,
GIB,1997,,,
GIB,1998,,,
GIB,1999,,,
GIB,2000,,,
GIB,2001,,,
GIB,2002,,,
GIB,2003,,,
GIB,2004,,,
GIB,2005,,,
GIB,2006,,,
GIB,2007,,,
GIB,2008,,,
GIB,2009,,,
GIB,2010,,,
GIB,2011,,,
GIB,2012,,,
GIB,2013,,,
GIB,2014,,,
GIB,2015,,,
GIB,2016,,,
GIB,2017,,,
GIB,2018,,,
GIN,1990,26.026541,16.90733,35.169998
GIN,1991,27.79121,18.411739,37.184029
GIN,1992,,,
GIN,1993,,,
GIN,1994,,,
GIN,1995,,,
GIN,1996,,,
GIN,1997,,,
GIN,1998,39.368961,30.69265,47.97945
GIN,1999,41.834221,33.597729,49.996769
GIN,2000,44.942219,37.59967,52.20842
GIN,2001,48.392281,41.35498,55.346439
GIN,2002,55.714329,48.252102,63.07774
GIN,2003,59.19466,52.09201,66.193367
GIN,2004,62.246738,55.471989,68.914207
GIN,2005,64.29039,58.086121,70.390747
GIN,2006,66.56588,60.996681,72.038681
GIN,2007,68.633873,63.23381,73.938759
GIN,2008,67.754639,62.345539,73.069099
GIN,2009,69.226059,63.765049,74.593887
GIN,2010,71.667549,65.081619,78.145103
GIN,2011,75.835129,70.143318,81.437286
GIN,2012,75.435928,69.641739,81.142982
GIN,2013,76.569946,70.596268,82.456352
GIN,2014,80.299492,74.218491,86.292999
GIN,2015,,,
GIN,2016,78.85643,71.298286,86.30938
GIN,2017,,,
GIN,2018,,,
GMB,1990,47.79332,,
GMB,1991,,,
GMB,1992,45.997959,38.276039,53.701359
GMB,1993,49.308262,41.58852,56.999149
GMB,1994,,,
GMB,1995,,,
GMB,1996,59.40659,52.74527,66.01329
GMB,1997,,,
GMB,1998,63.394451,58.248569,68.501228
GMB,1999,74.923943,69.9049,79.902412
GMB,2000,72.543159,68.900909,76.151932
GMB,2001,73.442169,71.090729,75.767883
GMB,2002,71.33876,69.04351,73.608788
GMB,2003,74.992699,74.834541,75.148979
GMB,2004,75.10434,76.29953,73.924751
GMB,2005,72.237213,74.126022,70.375504
GMB,2006,76.592468,78.514771,74.699921
GMB,2007,76.31752,78.543808,74.124519
GMB,2008,71.934708,74.611687,69.29744
GMB,2009,,,
GMB,2010,69.987129,71.327728,68.667397
GMB,2011,69.85643,71.725403,68.017723
GMB,2012,72.256531,74.69117,69.860443
GMB,2013,68.271988,70.628883,65.952499
GMB,2014,71.035278,74.022552,68.096367
GMB,2015,74.026268,77.321999,70.785812
GMB,2016,76.110474,79.832733,72.453278
GMB,2017,78.628189,82.585678,74.739342
GMB,2018,79.372322,83.412521,75.402458
GNB,1990,,,
GNB,1991,,,
GNB,1992,,,
GNB,1993,,,
GNB,1994,,,
GNB,1995,,,
GNB,1996,,,
GNB,1997,,,
GNB,1998,,,
GNB,1999,,,
GNB,2000,47.672031,39.571129,55.831718
GNB,2001,,,
GNB,2002,,,
GNB,2003,,,
GNB,2004,,,
GNB,2005,,,
GNB,2006,,,
GNB,2007,,,
GNB,2008,,,
GNB,2009,,,
GNB,2010,71.926483,70.170471,73.685822
GNB,2011,,,
GNB,2012,,,
GNB,2013,,,
GNB,2014,,,
GNB,2015,,,
GNB,2016,,,
GNB,2017,,,
GNB,2018,,,
GNQ,1990,,,
GNQ,1991,,,
GNQ,1992,,,
GNQ,1993,,,
GNQ,1994,63.309422,62.437801,64.183502
GNQ,1995,,,
GNQ,1996,,,
GNQ,1997,,,
GNQ,1998,,,
GNQ,1999,,,
GNQ,2000,64.842598,58.12645,71.485123
GNQ,2001,71.544067,66.941177,76.084793
GNQ,2002,69.214668,64.060349,74.296768
GNQ,2003,67.117828,63.9454,70.243423
GNQ,2004,,,
GNQ,2005,,,
GNQ,2006,,,
GNQ,2007,,,
GNQ,2008,46.75576,46.38591,47.118851
GNQ,2009,45.550949,45.447868,45.651989
GNQ,2010,44.781898,44.905449,44.66103
GNQ,2011,45.816021,46.120289,45.51886
GNQ,2012,47.153099,47.423149,46.88958
GNQ,2013,,,
GNQ,2014,,,
GNQ,2015,44.203941,44.67704,43.744068
GNQ,2016,,,
GNQ,2017,,,
GNQ,2018,,,
GRC,1990,90.994873,90.856796,91.124931
GRC,1991,90.731293,90.636429,90.820732
GRC,1992,88.985641,89.137993,88.842522
GRC,1993,87.149719,87.16468,87.135712
GRC,1994,86.477493,86.445488,86.507431
GRC,1995,87.603996,88.575081,86.69593
GRC,1996,86.779892,87.163094,86.421288
GRC,1997,87.345291,87.612244,87.095337
GRC,1998,94.063362,94.371719,93.774384
GRC,1999,94.600487,94.845932,94.370262
GRC,2000,95.823669,95.986198,95.671089
GRC,2001,94.647614,94.799141,94.505241
GRC,2002,94.860779,94.598022,95.108887
GRC,2003,94.908562,94.540024,95.258438
GRC,2004,94.594933,93.577583,95.566292
GRC,2005,93.511009,92.610519,94.37571
GRC,2006,92.94593,91.937401,93.91954
GRC,2007,92.819672,92.009941,93.600594
GRC,2008,,,
GRC,2009,,,
GRC,2010,93.909607,93.209801,94.581947
GRC,2011,94.204033,93.544991,94.836548
GRC,2012,94.509949,93.845062,95.147476
GRC,2013,93.932838,93.342499,94.497627
GRC,2014,92.666573,92.299294,93.016777
GRC,2015,93.576622,93.346931,93.794708
GRC,2016,92.906181,92.893707,92.917969
GRC,2017,,,
GRC,2018,,,
GRD,1990,,,
GRD,1991,,,
GRD,1992,,,
GRD,1993,,,
GRD,1994,,,
GRD,1995,,,
GRD,1996,,,
GRD,1997,,,
GRD,1998,,,
GRD,1999,99.991432,,
GRD,2000,,,
GRD,2001,,,
GRD,2002,96.285332,95.547012,97.016212
GRD,2003,,,
GRD,2004,98.520317,98.594719,98.447083
GRD,2005,90.678139,91.463913,89.909599
GRD,2006,,,
GRD,2007,93.424469,93.95063,92.916206
GRD,2008,95.783653,96.467827,95.126068
GRD,2009,97.474052,99.254967,95.768951
GRD,2010,,,
GRD,2011,,,
GRD,2012,,,
GRD,2013,98.411911,98.45533,98.370644
GRD,2014,97.332161,97.240379,97.41935
GRD,2015,97.771851,97.595848,97.939049
GRD,2016,96.84211,97.367592,96.342377
GRD,2017,,,
GRD,2018,,,
GRL,1990,,,
GRL,1991,,,
GRL,1992,,,
GRL,1993,,,
GRL,1994,,,
GRL,1995,,,
GRL,1996,,,
GRL,1997,,,
GRL,1998,,,
GRL,1999,,,
GRL,2000,,,
GRL,2001,,,
GRL,2002,,,
GRL,2003,,,
GRL,2004,,,
GRL,2005,,,
GRL,2006,,,
GRL,2007,,,
GRL,2008,,,
GRL,2009,,,
GRL,2010,,,
GRL,2011,,,
GRL,2012,,,
GRL,2013,,,
GRL,2014,,,
GRL,2015,,,
GRL,2016,,,
GRL,2017,,,
GRL,2018,,,
GTM,1990,,,
GTM,1991,,,
GTM,1992,,,
GTM,1993,,,
GTM,1994,,,
GTM,1995,,,
GTM,1996,,,
GTM,1997,71.033127,67.43367,74.533661
GTM,1998,,,
GTM,1999,80.793159,77.565887,83.934212
GTM,2000,83.545242,80.816711,86.199303
GTM,2001,82.77562,80.221588,85.260231
GTM,2002,86.059563,83.978439,88.083252
GTM,2003,,,
GTM,2004,90.713638,89.0495,92.328087
GTM,2005,92.280144,90.898911,93.617699
GTM,2006,93.91349,92.746964,95.04129
GTM,2007,95.051613,94.194702,95.878647
GTM,2008,95.043488,94.399139,95.664398
GTM,2009,97.995728,97.82515,98.159691
GTM,2010,97.410477,97.699593,97.132584
GTM,2011,95.149437,95.540039,94.77433
GTM,2012,92.229301,92.549278,91.922218
GTM,2013,89.941353,90.231049,89.663467
GTM,2014,88.09568,88.361443,87.840889
GTM,2015,87.806671,88.028801,87.593803
GTM,2016,87.201653,87.405418,87.006401
GTM,2017,88.207031,88.441483,87.98243
GTM,2018,,,
GUM,1990,,,
GUM,1991,,,
GUM,1992,,,
GUM,1993,,,
GUM,1994,,,
GUM,1995,,,
GUM,1996,,,
GUM,1997,,,
GUM,1998,,,
GUM,1999,,,
GUM,2000,,,
GUM,2001,,,
GUM,2002,,,
GUM,2003,,,
GUM,2004,,,
GUM,2005,,,
GUM,2006,,,
GUM,2007,,,
GUM,2008,,,
GUM,2009,,,
GUM,2010,,,
GUM,2011,,,
GUM,2012,,,
GUM,2013,,,
GUM,2014,,,
GUM,2015,,,
GUM,2016,,,
GUM,2017,,,
GUM,2018,,,
GUY,1990,,,
GUY,1991,91.87291,91.245842,92.4963
GUY,1992,89.670097,88.868492,90.465393
GUY,1993,88.124336,87.595207,88.648689
GUY,1994,,,
GUY,1995,89.965446,89.296654,90.628532
GUY,1996,88.43708,87.83213,89.037231
GUY,1997,,,
GUY,1998,,,
GUY,1999,,,
GUY,2000,,,
GUY,2001,,,
GUY,2002,,,
GUY,2003,89.415894,89.327347,89.50074
GUY,2004,,,
GUY,2005,,,
GUY,2006,,,
GUY,2007,,,
GUY,2008,97.322609,97.523117,97.130836
GUY,2009,92.299492,92.267532,92.330009
GUY,2010,95.892517,96.054733,95.738091
GUY,2011,97.72361,98.190804,97.280441
GUY,2012,95.624321,96.701988,94.603111
GUY,2013,,,
GUY,2014,,,
GUY,2015,,,
GUY,2016,,,
GUY,2017,,,
GUY,2018,,,
HKG,1990,,,
HKG,1991,,,
HKG,1992,,,
HKG,1993,,,
HKG,1994,,,
HKG,1995,92.862877,94.00592,91.793602
HKG,1996,92.800377,93.148682,92.473907
HKG,1997,,,
HKG,1998,,,
HKG,1999,,,
HKG,2000,,,
HKG,2001,,,
HKG,2002,,,
HKG,2003,,,
HKG,2004,,,
HKG,2005,,,
HKG,2006,,,
HKG,2007,,,
HKG,2008,,,
HKG,2009,,,
HKG,2010,,,
HKG,2011,,,
HKG,2012,99.314781,98.919411,99.684013
HKG,2013,99.114487,98.490669,99.699799
HKG,2014,98.878609,98.099159,99.613182
HKG,2015,98.707748,97.719437,99.639992
HKG,2016,98.146446,97.369499,98.876541
HKG,2017,98.041969,97.330711,98.707268
HKG,2018,,,
HND,1990,,,
HND,1991,86.252411,86.78022,85.736717
HND,1992,,,
HND,1993,87.56192,88.093163,87.043732
HND,1994,,,
HND,1995,,,
HND,1996,,,
HND,1997,,,
HND,1998,,,
HND,1999,,,
HND,2000,85.54644,86.138786,84.972008
HND,2001,,,
HND,2002,,,
HND,2003,88.714699,89.784042,87.680946
HND,2004,90.265419,91.404541,89.164864
HND,2005,86.21833,87.241913,85.229919
HND,2006,91.50502,92.493553,90.550842
HND,2007,85.89473,86.646744,85.169182
HND,2008,89.579269,90.48201,88.708603
HND,2009,88.405167,89.240494,87.599762
HND,2010,88.493729,89.407494,87.612823
HND,2011,89.233849,89.787163,88.700531
HND,2012,85.832878,86.388039,85.297867
HND,2013,82.859001,83.457687,82.282112
HND,2014,82.691681,82.97702,82.416733
HND,2015,81.337463,82.110924,80.592163
HND,2016,83.064583,83.853493,82.304329
HND,2017,83.711433,84.488167,82.962822
HND,2018,,,
HRV,1990,,,
HRV,1991,,,
HRV,1992,,,
HRV,1993,,,
HRV,1994,,,
HRV,1995,,,
HRV,1996,,,
HRV,1997,,,
HRV,1998,83.999542,83.75132,84.235443
HRV,1999,92.57827,92.38018,92.766891
HRV,2000,93.906708,93.691002,94.112328
HRV,2001,96.165428,95.775581,96.536987
HRV,2002,98.275581,97.945099,98.590553
HRV,2003,99.7369,,
HRV,2004,,,
HRV,2005,98.896759,99.920853,97.924271
HRV,2006,98.858932,99.834557,97.933273
HRV,2007,98.785912,99.887772,97.741508
HRV,2008,97.207161,98.604156,95.883789
HRV,2009,91.502792,91.847862,91.176018
HRV,2010,94.758949,95.929771,93.650452
HRV,2011,96.97216,98.172218,95.836372
HRV,2012,98.510811,99.661079,97.422142
HRV,2013,98.25647,99.658836,96.92955
HRV,2014,98.335327,99.658287,97.08403
HRV,2015,98.34581,99.655891,97.107147
HRV,2016,97.648247,99.426857,95.967018
HRV,2017,,,
HRV,2018,,,
HTI,1990,,,
HTI,1991,,,
HTI,1992,,,
HTI,1993,,,
HTI,1994,,,
HTI,1995,,,
HTI,1996,,,
HTI,1997,57.337349,56.876381,57.784309
HTI,1998,,,
HTI,1999,,,
HTI,2000,,,
HTI,2001,,,
HTI,2002,,,
HTI,2003,,,
HTI,2004,,,
HTI,2005,,,
HTI,2006,,,
HTI,2007,,,
HTI,2008,,,
HTI,2009,,,
HTI,2010,,,
HTI,2011,,,
HTI,2012,,,
HTI,2013,,,
HTI,2014,,,
HTI,2015,,,
HTI,2016,,,
HTI,2017,,,
HTI,2018,,,
HUN,1990,,,
HUN,1991,,,
HUN,1992,,,
HUN,1993,,,
HUN,1994,91.536079,,
HUN,1995,90.496933,,
HUN,1996,78.415741,77.306801,79.476753
HUN,1997,86.993584,86.24865,87.706467
HUN,1998,95.962303,96.123322,95.808182
HUN,1999,96.102142,96.15007,96.056252
HUN,2000,96.569542,96.684441,96.459534
HUN,2001,96.936333,97.106842,96.773102
HUN,2002,97.043411,97.237961,96.857246
HUN,2003,95.920723,95.986069,95.858253
HUN,2004,95.558907,95.638878,95.482567
HUN,2005,96.347672,96.217842,96.471367
HUN,2006,96.959969,96.963219,96.956886
HUN,2007,96.148537,96.140839,96.155853
HUN,2008,97.010696,97.087822,96.937637
HUN,2009,97.49913,97.83213,97.184174
HUN,2010,97.267693,97.711693,96.848297
HUN,2011,96.622047,97.044479,96.223534
HUN,2012,96.122711,96.572456,95.69838
HUN,2013,95.962624,96.213226,95.726044
HUN,2014,96.180717,96.408348,95.965569
HUN,2015,96.354851,96.545418,96.174377
HUN,2016,96.861481,96.988922,96.740532
HUN,2017,,,
HUN,2018,,,
IDN,1990,96.28035,94.747948,97.757797
IDN,1991,95.373337,93.899544,96.792969
IDN,1992,94.517952,92.86409,96.111778
IDN,1993,93.31395,91.770149,94.80381
IDN,1994,93.841728,92.097511,95.528084
IDN,1995,93.657806,91.758003,95.497559
IDN,1996,92.556976,91.293678,93.781631
IDN,1997,92.503616,91.215858,93.752663
IDN,1998,,,
IDN,1999,,,
IDN,2000,,,
IDN,2001,96.165131,95.448181,96.859573
IDN,2002,95.425827,94.991211,95.84623
IDN,2003,94.88829,94.097237,95.652184
IDN,2004,94.116508,93.28904,94.914177
IDN,2005,93.149971,91.774529,94.473534
IDN,2006,94.479141,93.101822,95.802399
IDN,2007,96.90078,95.196289,98.534988
IDN,2008,96.324654,95.577721,97.037811
IDN,2009,97.407097,96.57933,98.193199
IDN,2010,98.051842,98.676041,97.46225
IDN,2011,97.554733,99.80262,95.440231
IDN,2012,95.994698,96.676819,95.353569
IDN,2013,93.101753,93.639488,92.59584
IDN,2014,92.00222,91.423409,92.548088
IDN,2015,,,
IDN,2016,91.711227,89.160507,94.135689
IDN,2017,92.734596,90.102867,95.247307
IDN,2018,,,
IMN,1990,,,
IMN,1991,,,
IMN,1992,,,
IMN,1993,,,
IMN,1994,,,
IMN,1995,,,
IMN,1996,,,
IMN,1997,,,
IMN,1998,,,
IMN,1999,,,
IMN,2000,,,
IMN,2001,,,
IMN,2002,,,
IMN,2003,,,
IMN,2004,,,
IMN,2005,,,
IMN,2006,,,
IMN,2007,,,
IMN,2008,,,
IMN,2009,,,
IMN,2010,,,
IMN,2011,,,
IMN,2012,,,
IMN,2013,,,
IMN,2014,,,
IMN,2015,,,
IMN,2016,,,
IMN,2017,,,
IMN,2018,,,
IND,1990,77.50029,65.414627,88.746132
IND,1991,,,
IND,1992,,,
IND,1993,,,
IND,1994,,,
IND,1995,,,
IND,1996,,,
IND,1997,,,
IND,1998,,,
IND,1999,,,
IND,2000,84.167023,76.652893,91.043343
IND,2001,84.093384,77.377586,90.209778
IND,2002,83.899117,77.783249,89.448982
IND,2003,88.730957,87.334084,89.995117
IND,2004,,,
IND,2005,,,
IND,2006,,,
IND,2007,96.980438,96.218399,97.666412
IND,2008,97.001282,97.653252,96.4151
IND,2009,95.659042,96.896599,94.547882
IND,2010,96.206596,97.19915,95.316719
IND,2011,95.769989,97.185753,94.502419
IND,2012,96.997711,97.715286,96.355759
IND,2013,97.730026,98.448631,97.087273
IND,2014,,,
IND,2015,,,
IND,2016,,,
IND,2017,,,
IND,2018,,,
IRL,1990,87.818268,88.855919,86.835541
IRL,1991,87.405571,88.213928,86.64003
IRL,1992,86.65049,87.303818,86.0317
IRL,1993,86.399101,87.025574,85.805878
IRL,1994,86.513206,87.175819,85.886009
IRL,1995,86.793762,87.491058,86.133972
IRL,1996,87.531281,88.27832,86.8246
IRL,1997,,,
IRL,1998,99.390938,99.633698,99.16082
IRL,1999,99.810257,,
IRL,2000,99.959167,,
IRL,2001,99.817169,99.991966,99.651108
IRL,2002,99.780418,,
IRL,2003,99.98098,,
IRL,2004,99.908058,,
IRL,2005,99.741478,,
IRL,2006,99.88266,,
IRL,2007,99.824959,,
IRL,2008,99.925552,,
IRL,2009,99.97364,,
IRL,2010,99.784149,99.989357,99.588631
IRL,2011,97.527237,97.31237,97.731598
IRL,2012,99.752007,99.816719,99.690269
IRL,2013,99.54467,99.460991,99.624557
IRL,2014,99.586761,99.617012,99.557838
IRL,2015,99.950623,,
IRL,2016,99.970161,99.957932,99.98185
IRL,2017,,,
IRL,2018,,,
IRN,1990,92.514229,88.160248,96.665909
IRN,1991,,,
IRN,1992,96.297508,93.398163,99.065407
IRN,1993,,,
IRN,1994,,,
IRN,1995,,,
IRN,1996,,,
IRN,1997,93.174698,91.148933,95.115578
IRN,1998,,,
IRN,1999,85.538918,83.708931,87.296257
IRN,2000,84.873749,83.336594,86.349182
IRN,2001,,,
IRN,2002,93.401443,91.237793,95.473953
IRN,2003,92.804138,91.046432,94.484261
IRN,2004,95.836609,94.219948,97.378723
IRN,2005,95.622742,94.417824,96.771828
IRN,2006,98.791206,,
IRN,2007,98.980217,99.289574,98.68663
IRN,2008,,,
IRN,2009,99.578758,,
IRN,2010,99.68354,,
IRN,2011,99.830429,,
IRN,2012,99.649139,,
IRN,2013,98.635292,,
IRN,2014,99.548424,,
IRN,2015,99.414436,,
IRN,2016,99.137749,,
IRN,2017,98.663803,,
IRN,2018,,,
IRQ,1990,,,
IRQ,1991,,,
IRQ,1992,,,
IRQ,1993,78.043159,73.761169,82.09108
IRQ,1994,,,
IRQ,1995,,,
IRQ,1996,75.704811,71.128471,80.030968
IRQ,1997,,,
IRQ,1998,,,
IRQ,1999,89.655312,83.04126,95.912827
IRQ,2000,88.553108,82.056389,94.698624
IRQ,2001,,,
IRQ,2002,,,
IRQ,2003,94.259369,,
IRQ,2004,92.993988,86.693428,98.948997
IRQ,2005,,,
IRQ,2006,,,
IRQ,2007,92.32209,86.59845,97.726791
IRQ,2008,,,
IRQ,2009,,,
IRQ,2010,,,
IRQ,2011,,,
IRQ,2012,,,
IRQ,2013,,,
IRQ,2014,,,
IRQ,2015,,,
IRQ,2016,,,
IRQ,2017,,,
IRQ,2018,,,
ISL,1990,,,
ISL,1991,,,
ISL,1992,,,
ISL,1993,,,
ISL,1994,97.336647,97.325432,97.347343
ISL,1995,,,
ISL,1996,97.989799,98.440948,97.562408
ISL,1997,98.478493,98.861282,98.115547
ISL,1998,99.51725,99.194939,99.823479
ISL,1999,98.890106,,
ISL,2000,98.915771,,
ISL,2001,99.256042,,
ISL,2002,99.287354,,
ISL,2003,98.285393,97.333504,99.198433
ISL,2004,96.621223,95.492798,97.70269
ISL,2005,96.825249,95.674843,97.925522
ISL,2006,97.322632,96.882568,97.74276
ISL,2007,98.140663,98.4981,97.799042
ISL,2008,99.227814,99.600349,98.870941
ISL,2009,99.689209,,
ISL,2010,99.277924,99.582909,98.983498
ISL,2011,98.788017,98.977303,98.604408
ISL,2012,98.251892,98.452873,98.056778
ISL,2013,98.118843,97.816422,98.412079
ISL,2014,98.219742,97.780899,98.643761
ISL,2015,98.638397,98.623337,98.652863
ISL,2016,99.518188,99.450371,99.582741
ISL,2017,,,
ISL,2018,,,
ISR,1990,,,
ISR,1991,,,
ISR,1992,,,
ISR,1993,,,
ISR,1994,,,
ISR,1995,,,
