countrycode,cty_or_agg,year,indicator,value,value_metadata,countryname,regionname
POL,cty,2006,SE.LPV.PRIM.MA,11.34520149230957,LP = SD: ANER; LD: PIRLS 2006 for grade 4 using MPL Low (400 points) for reading; Male,Poland,Europe and Central Asia
POL,cty,2006,SE.LPV.PRIM.SD,2.840080261230469,SD = ANER; ,Poland,Europe and Central Asia
POL,cty,2006,SE.LPV.PRIM.SD.FE,2.720108032226563,SD = ANER; Female,Poland,Europe and Central Asia
POL,cty,2006,SE.LPV.PRIM.SD.MA,2.953956604003906,SD = ANER; Male,Poland,Europe and Central Asia
POL,cty,2011,SE.LPV.POP.0516,4674353.5,Population Age 0516 for Reference Year 2019; ,Poland,Europe and Central Asia
POL,cty,2011,SE.LPV.POP.0516.FE,2275074,Population Age 0516 for Reference Year 2019; Female,Poland,Europe and Central Asia
POL,cty,2011,SE.LPV.POP.0516.MA,2399279.5,Population Age 0516 for Reference Year 2019; Male,Poland,Europe and Central Asia
POL,cty,2011,SE.LPV.POP.10,432376,Population Age 10 for Reference Year 2019; ,Poland,Europe and Central Asia
POL,cty,2011,SE.LPV.POP.10.FE,210985.5,Population Age 10 for Reference Year 2019; Female,Poland,Europe and Central Asia
POL,cty,2011,SE.LPV.POP.10.MA,221390.5,Population Age 10 for Reference Year 2019; Male,Poland,Europe and Central Asia
POL,cty,2011,SE.LPV.POP.1014,1956285,Population Age 1014 for Reference Year 2019; ,Poland,Europe and Central Asia
POL,cty,2011,SE.LPV.POP.1014.FE,953518,Population Age 1014 for Reference Year 2019; Female,Poland,Europe and Central Asia
POL,cty,2011,SE.LPV.POP.1014.MA,1002767,Population Age 1014 for Reference Year 2019; Male,Poland,Europe and Central Asia
POL,cty,2011,SE.LPV.POP.9PLUS,1668226.5,Population Age 9plus for Reference Year 2019; ,Poland,Europe and Central Asia
POL,cty,2011,SE.LPV.POP.9PLUS.FE,813025.5,Population Age 9plus for Reference Year 2019; Female,Poland,Europe and Central Asia
POL,cty,2011,SE.LPV.POP.9PLUS.MA,855201,Population Age 9plus for Reference Year 2019; Male,Poland,Europe and Central Asia
POL,cty,2011,SE.LPV.POP.PRIM,2852129,Population Age primary for Reference Year 2019; ,Poland,Europe and Central Asia
POL,cty,2011,SE.LPV.POP.PRIM.FE,1387988,Population Age primary for Reference Year 2019; Female,Poland,Europe and Central Asia
POL,cty,2011,SE.LPV.POP.PRIM.MA,1464141,Population Age primary for Reference Year 2019; Male,Poland,Europe and Central Asia
POL,cty,2011,SE.LPV.PRIM,8.102346420288086,LP = SD: ANER; LD: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; ,Poland,Europe and Central Asia
POL,cty,2011,SE.LPV.PRIM.FE,6.640870571136475,LP = SD: ANER; LD: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; Female,Poland,Europe and Central Asia
POL,cty,2011,SE.LPV.PRIM.LD,5.416087627410889,LD = PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; ,Poland,Europe and Central Asia
POL,cty,2011,SE.LPV.PRIM.LD.FE,4.030393600463867,LD = PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; Female,Poland,Europe and Central Asia
POL,cty,2011,SE.LPV.PRIM.LD.MA,6.709399700164795,LD = PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; Male,Poland,Europe and Central Asia
POL,cty,2011,SE.LPV.PRIM.LDGAP,.0847198441624641,LDGAP: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; ,Poland,Europe and Central Asia
POL,cty,2011,SE.LPV.PRIM.LDGAP.FE,.0787526294589043,LDGAP: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; Female,Poland,Europe and Central Asia
POL,cty,2011,SE.LPV.PRIM.LDGAP.MA,.0880064070224762,LDGAP: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; Male,Poland,Europe and Central Asia
POL,cty,2011,SE.LPV.PRIM.LDSEV,.0124802002683282,LDSEV: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; ,Poland,Europe and Central Asia
POL,cty,2011,SE.LPV.PRIM.LDSEV.FE,.0108872028067708,LDSEV: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; Female,Poland,Europe and Central Asia
POL,cty,2011,SE.LPV.PRIM.LDSEV.MA,.0133590810000896,LDSEV: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; Male,Poland,Europe and Central Asia
POL,cty,2011,SE.LPV.PRIM.LPGAP,2.924800105392933,LPGAP = SD: ANER; LD: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; ,Poland,Europe and Central Asia
POL,cty,2011,SE.LPV.PRIM.LPGAP.FE,2.798860661685467,LPGAP = SD: ANER; LD: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; Female,Poland,Europe and Central Asia
POL,cty,2011,SE.LPV.PRIM.LPGAP.MA,3.041963011026382,LPGAP = SD: ANER; LD: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; Male,Poland,Europe and Central Asia
POL,cty,2011,SE.LPV.PRIM.LPSEV,1.328680585735128,LPSEV = SD: ANER; LD: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; ,Poland,Europe and Central Asia
POL,cty,2011,SE.LPV.PRIM.LPSEV.FE,1.162710157746915,LPSEV = SD: ANER; LD: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; Female,Poland,Europe and Central Asia
POL,cty,2011,SE.LPV.PRIM.LPSEV.MA,1.423166696192347,LPSEV = SD: ANER; LD: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; Male,Poland,Europe and Central Asia
POL,cty,2011,SE.LPV.PRIM.MA,9.465163230895996,LP = SD: ANER; LD: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; Male,Poland,Europe and Central Asia
POL,cty,2011,SE.LPV.PRIM.SD,2.840080261230469,SD = ANER; ,Poland,Europe and Central Asia
POL,cty,2011,SE.LPV.PRIM.SD.FE,2.720108032226563,SD = ANER; Female,Poland,Europe and Central Asia
POL,cty,2011,SE.LPV.PRIM.SD.MA,2.953956604003906,SD = ANER; Male,Poland,Europe and Central Asia
POL,cty,2016,SE.LPV.POP.0516,4674353.5,Population Age 0516 for Reference Year 2019; ,Poland,Europe and Central Asia
POL,cty,2016,SE.LPV.POP.0516.FE,2275074,Population Age 0516 for Reference Year 2019; Female,Poland,Europe and Central Asia
POL,cty,2016,SE.LPV.POP.0516.MA,2399279.5,Population Age 0516 for Reference Year 2019; Male,Poland,Europe and Central Asia
POL,cty,2016,SE.LPV.POP.10,432376,Population Age 10 for Reference Year 2019; ,Poland,Europe and Central Asia
POL,cty,2016,SE.LPV.POP.10.FE,210985.5,Population Age 10 for Reference Year 2019; Female,Poland,Europe and Central Asia
POL,cty,2016,SE.LPV.POP.10.MA,221390.5,Population Age 10 for Reference Year 2019; Male,Poland,Europe and Central Asia
POL,cty,2016,SE.LPV.POP.1014,1956285,Population Age 1014 for Reference Year 2019; ,Poland,Europe and Central Asia
POL,cty,2016,SE.LPV.POP.1014.FE,953518,Population Age 1014 for Reference Year 2019; Female,Poland,Europe and Central Asia
POL,cty,2016,SE.LPV.POP.1014.MA,1002767,Population Age 1014 for Reference Year 2019; Male,Poland,Europe and Central Asia
POL,cty,2016,SE.LPV.POP.9PLUS,1668226.5,Population Age 9plus for Reference Year 2019; ,Poland,Europe and Central Asia
POL,cty,2016,SE.LPV.POP.9PLUS.FE,813025.5,Population Age 9plus for Reference Year 2019; Female,Poland,Europe and Central Asia
POL,cty,2016,SE.LPV.POP.9PLUS.MA,855201,Population Age 9plus for Reference Year 2019; Male,Poland,Europe and Central Asia
POL,cty,2016,SE.LPV.POP.PRIM,2852129,Population Age primary for Reference Year 2019; ,Poland,Europe and Central Asia
POL,cty,2016,SE.LPV.POP.PRIM.FE,1387988,Population Age primary for Reference Year 2019; Female,Poland,Europe and Central Asia
POL,cty,2016,SE.LPV.POP.PRIM.MA,1464141,Population Age primary for Reference Year 2019; Male,Poland,Europe and Central Asia
POL,cty,2016,SE.LPV.PRIM,4.7760329246521,LP = SD: ANER; LD: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; ,Poland,Europe and Central Asia
POL,cty,2016,SE.LPV.PRIM.FE,4.264916896820068,LP = SD: ANER; LD: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Female,Poland,Europe and Central Asia
POL,cty,2016,SE.LPV.PRIM.LD,1.992542266845703,LD = PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; ,Poland,Europe and Central Asia
POL,cty,2016,SE.LPV.PRIM.LD.FE,1.588004231452942,LD = PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Female,Poland,Europe and Central Asia
POL,cty,2016,SE.LPV.PRIM.LD.MA,2.390937805175781,LD = PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Male,Poland,Europe and Central Asia
POL,cty,2016,SE.LPV.PRIM.LDGAP,.0832119807600975,LDGAP: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; ,Poland,Europe and Central Asia
POL,cty,2016,SE.LPV.PRIM.LDGAP.FE,.082115076482296,LDGAP: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Female,Poland,Europe and Central Asia
POL,cty,2016,SE.LPV.PRIM.LDGAP.MA,.0843844190239906,LDGAP: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Male,Poland,Europe and Central Asia
POL,cty,2016,SE.LPV.PRIM.LDSEV,.0108677167445421,LDSEV: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; ,Poland,Europe and Central Asia
POL,cty,2016,SE.LPV.PRIM.LDSEV.FE,.0109913153573871,LDSEV: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Female,Poland,Europe and Central Asia
POL,cty,2016,SE.LPV.PRIM.LDSEV.MA,.0109192887321115,LDSEV: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Male,Poland,Europe and Central Asia
POL,cty,2016,SE.LPV.PRIM.LPGAP,2.923292241990566,LPGAP = SD: ANER; LD: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; ,Poland,Europe and Central Asia
POL,cty,2016,SE.LPV.PRIM.LPGAP.FE,2.802223108708858,LPGAP = SD: ANER; LD: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Female,Poland,Europe and Central Asia
POL,cty,2016,SE.LPV.PRIM.LPGAP.MA,3.038341023027897,LPGAP = SD: ANER; LD: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Male,Poland,Europe and Central Asia
POL,cty,2016,SE.LPV.PRIM.LPSEV,1.167432233356521,LPSEV = SD: ANER; LD: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; ,Poland,Europe and Central Asia
POL,cty,2016,SE.LPV.PRIM.LPSEV.FE,1.173121412808541,LPSEV = SD: ANER; LD: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Female,Poland,Europe and Central Asia
POL,cty,2016,SE.LPV.PRIM.LPSEV.MA,1.179187469394528,LPSEV = SD: ANER; LD: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Male,Poland,Europe and Central Asia
POL,cty,2016,SE.LPV.PRIM.MA,5.274267196655273,LP = SD: ANER; LD: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Male,Poland,Europe and Central Asia
POL,cty,2016,SE.LPV.PRIM.SD,2.840080261230469,SD = ANER; ,Poland,Europe and Central Asia
POL,cty,2016,SE.LPV.PRIM.SD.FE,2.720108032226563,SD = ANER; Female,Poland,Europe and Central Asia
POL,cty,2016,SE.LPV.PRIM.SD.MA,2.953956604003906,SD = ANER; Male,Poland,Europe and Central Asia
POL,cty,2021,SE.LPV.POP.0516,4674353.5,Population Age 0516 for Reference Year 2019; ,Poland,Europe and Central Asia
POL,cty,2021,SE.LPV.POP.0516.FE,2275074,Population Age 0516 for Reference Year 2019; Female,Poland,Europe and Central Asia
POL,cty,2021,SE.LPV.POP.0516.MA,2399279.5,Population Age 0516 for Reference Year 2019; Male,Poland,Europe and Central Asia
POL,cty,2021,SE.LPV.POP.10,432376,Population Age 10 for Reference Year 2019; ,Poland,Europe and Central Asia
POL,cty,2021,SE.LPV.POP.10.FE,210985.5,Population Age 10 for Reference Year 2019; Female,Poland,Europe and Central Asia
POL,cty,2021,SE.LPV.POP.10.MA,221390.5,Population Age 10 for Reference Year 2019; Male,Poland,Europe and Central Asia
POL,cty,2021,SE.LPV.POP.1014,1956285,Population Age 1014 for Reference Year 2019; ,Poland,Europe and Central Asia
POL,cty,2021,SE.LPV.POP.1014.FE,953518,Population Age 1014 for Reference Year 2019; Female,Poland,Europe and Central Asia
POL,cty,2021,SE.LPV.POP.1014.MA,1002767,Population Age 1014 for Reference Year 2019; Male,Poland,Europe and Central Asia
POL,cty,2021,SE.LPV.POP.9PLUS,1668226.5,Population Age 9plus for Reference Year 2019; ,Poland,Europe and Central Asia
POL,cty,2021,SE.LPV.POP.9PLUS.FE,813025.5,Population Age 9plus for Reference Year 2019; Female,Poland,Europe and Central Asia
POL,cty,2021,SE.LPV.POP.9PLUS.MA,855201,Population Age 9plus for Reference Year 2019; Male,Poland,Europe and Central Asia
POL,cty,2021,SE.LPV.POP.PRIM,2852129,Population Age primary for Reference Year 2019; ,Poland,Europe and Central Asia
POL,cty,2021,SE.LPV.POP.PRIM.FE,1387988,Population Age primary for Reference Year 2019; Female,Poland,Europe and Central Asia
POL,cty,2021,SE.LPV.POP.PRIM.MA,1464141,Population Age primary for Reference Year 2019; Male,Poland,Europe and Central Asia
POL,cty,2021,SE.LPV.PRIM,5.55067777633667,LP = SD: ANER; LD: PIRLS 2021 for grade 4 using MPL Low (400 points) for reading; ,Poland,Europe and Central Asia
POL,cty,2021,SE.LPV.PRIM.FE,4.608798980712891,LP = SD: ANER; LD: PIRLS 2021 for grade 4 using MPL Low (400 points) for reading; Female,Poland,Europe and Central Asia
POL,cty,2021,SE.LPV.PRIM.LD,2.789831161499023,LD = PIRLS 2021 for grade 4 using MPL Low (400 points) for reading; ,Poland,Europe and Central Asia
POL,cty,2021,SE.LPV.PRIM.LD.FE,1.941502094268799,LD = PIRLS 2021 for grade 4 using MPL Low (400 points) for reading; Female,Poland,Europe and Central Asia
POL,cty,2021,SE.LPV.PRIM.LD.MA,3.542572259902954,LD = PIRLS 2021 for grade 4 using MPL Low (400 points) for reading; Male,Poland,Europe and Central Asia
POL,cty,2021,SE.LPV.PRIM.LDGAP,.0939572155475616,LDGAP: PIRLS 2021 for grade 4 using MPL Low (400 points) for reading; ,Poland,Europe and Central Asia
POL,cty,2021,SE.LPV.PRIM.LDGAP.FE,.0640250369906425,LDGAP: PIRLS 2021 for grade 4 using MPL Low (400 points) for reading; Female,Poland,Europe and Central Asia
POL,cty,2021,SE.LPV.PRIM.LDGAP.MA,.1092937588691711,LDGAP: PIRLS 2021 for grade 4 using MPL Low (400 points) for reading; Male,Poland,Europe and Central Asia
POL,cty,2021,SE.LPV.PRIM.LDSEV,.0167995318770409,LDSEV: PIRLS 2021 for grade 4 using MPL Low (400 points) for reading; ,Poland,Europe and Central Asia
POL,cty,2021,SE.LPV.PRIM.LDSEV.FE,.0068050208501518,LDSEV: PIRLS 2021 for grade 4 using MPL Low (400 points) for reading; Female,Poland,Europe and Central Asia
POL,cty,2021,SE.LPV.PRIM.LDSEV.MA,.021848963573575,LDSEV: PIRLS 2021 for grade 4 using MPL Low (400 points) for reading; Male,Poland,Europe and Central Asia
POL,cty,2021,SE.LPV.PRIM.LPGAP,2.93403747677803,LPGAP = SD: ANER; LD: PIRLS 2021 for grade 4 using MPL Low (400 points) for reading; ,Poland,Europe and Central Asia
POL,cty,2021,SE.LPV.PRIM.LPGAP.FE,2.784133069217205,LPGAP = SD: ANER; LD: PIRLS 2021 for grade 4 using MPL Low (400 points) for reading; Female,Poland,Europe and Central Asia
POL,cty,2021,SE.LPV.PRIM.LPGAP.MA,3.063250362873077,LPGAP = SD: ANER; LD: PIRLS 2021 for grade 4 using MPL Low (400 points) for reading; Male,Poland,Europe and Central Asia
POL,cty,2021,SE.LPV.PRIM.LPSEV,1.760613746606396,LPSEV = SD: ANER; LD: PIRLS 2021 for grade 4 using MPL Low (400 points) for reading; ,Poland,Europe and Central Asia
POL,cty,2021,SE.LPV.PRIM.LPSEV.FE,.7544919620850123,LPSEV = SD: ANER; LD: PIRLS 2021 for grade 4 using MPL Low (400 points) for reading; Female,Poland,Europe and Central Asia
POL,cty,2021,SE.LPV.PRIM.LPSEV.MA,2.272154953540885,LPSEV = SD: ANER; LD: PIRLS 2021 for grade 4 using MPL Low (400 points) for reading; Male,Poland,Europe and Central Asia
POL,cty,2021,SE.LPV.PRIM.MA,6.39188289642334,LP = SD: ANER; LD: PIRLS 2021 for grade 4 using MPL Low (400 points) for reading; Male,Poland,Europe and Central Asia
POL,cty,2021,SE.LPV.PRIM.SD,2.840080261230469,SD = ANER; ,Poland,Europe and Central Asia
POL,cty,2021,SE.LPV.PRIM.SD.FE,2.720108032226563,SD = ANER; Female,Poland,Europe and Central Asia
POL,cty,2021,SE.LPV.PRIM.SD.MA,2.953956604003906,SD = ANER; Male,Poland,Europe and Central Asia
PRT,cty,2011,SE.LPV.POP.0516,1182263,Population Age 0516 for Reference Year 2019; ,Portugal,Europe and Central Asia
PRT,cty,2011,SE.LPV.POP.0516.FE,578448.5,Population Age 0516 for Reference Year 2019; Female,Portugal,Europe and Central Asia
PRT,cty,2011,SE.LPV.POP.0516.MA,603814.5,Population Age 0516 for Reference Year 2019; Male,Portugal,Europe and Central Asia
PRT,cty,2011,SE.LPV.POP.10,98744.5,Population Age 10 for Reference Year 2019; ,Portugal,Europe and Central Asia
PRT,cty,2011,SE.LPV.POP.10.FE,48327.5,Population Age 10 for Reference Year 2019; Female,Portugal,Europe and Central Asia
PRT,cty,2011,SE.LPV.POP.10.MA,50417,Population Age 10 for Reference Year 2019; Male,Portugal,Europe and Central Asia
PRT,cty,2011,SE.LPV.POP.1014,507454,Population Age 1014 for Reference Year 2019; ,Portugal,Europe and Central Asia
PRT,cty,2011,SE.LPV.POP.1014.FE,248315,Population Age 1014 for Reference Year 2019; Female,Portugal,Europe and Central Asia
PRT,cty,2011,SE.LPV.POP.1014.MA,259139,Population Age 1014 for Reference Year 2019; Male,Portugal,Europe and Central Asia
PRT,cty,2011,SE.LPV.POP.9PLUS,397385.5,Population Age 9plus for Reference Year 2019; ,Portugal,Europe and Central Asia
PRT,cty,2011,SE.LPV.POP.9PLUS.FE,194851.5,Population Age 9plus for Reference Year 2019; Female,Portugal,Europe and Central Asia
PRT,cty,2011,SE.LPV.POP.9PLUS.MA,202534,Population Age 9plus for Reference Year 2019; Male,Portugal,Europe and Central Asia
PRT,cty,2011,SE.LPV.POP.PRIM,676594,Population Age primary for Reference Year 2019; ,Portugal,Europe and Central Asia
PRT,cty,2011,SE.LPV.POP.PRIM.FE,331251,Population Age primary for Reference Year 2019; Female,Portugal,Europe and Central Asia
PRT,cty,2011,SE.LPV.POP.PRIM.MA,345343,Population Age primary for Reference Year 2019; Male,Portugal,Europe and Central Asia
PRT,cty,2011,SE.LPV.PRIM,4.639774799346924,LP = SD: ANER; LD: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; ,Portugal,Europe and Central Asia
PRT,cty,2011,SE.LPV.PRIM.FE,3.933120489120483,LP = SD: ANER; LD: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; Female,Portugal,Europe and Central Asia
PRT,cty,2011,SE.LPV.PRIM.LD,2.40630030632019,LD = PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; ,Portugal,Europe and Central Asia
PRT,cty,2011,SE.LPV.PRIM.LD.FE,1.321527242660522,LD = PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; Female,Portugal,Europe and Central Asia
PRT,cty,2011,SE.LPV.PRIM.LD.MA,3.434792518615723,LD = PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; Male,Portugal,Europe and Central Asia
PRT,cty,2011,SE.LPV.PRIM.LDGAP,.0747964680194855,LDGAP: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; ,Portugal,Europe and Central Asia
PRT,cty,2011,SE.LPV.PRIM.LDGAP.FE,.0671399310231209,LDGAP: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; Female,Portugal,Europe and Central Asia
PRT,cty,2011,SE.LPV.PRIM.LDGAP.MA,.0778343304991722,LDGAP: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; Male,Portugal,Europe and Central Asia
PRT,cty,2011,SE.LPV.PRIM.LDSEV,.0094838999211788,LDSEV: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; ,Portugal,Europe and Central Asia
PRT,cty,2011,SE.LPV.PRIM.LDSEV.FE,.0086729628965259,LDSEV: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; Female,Portugal,Europe and Central Asia
PRT,cty,2011,SE.LPV.PRIM.LDSEV.MA,.0098117347806692,LDSEV: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; Male,Portugal,Europe and Central Asia
PRT,cty,2011,SE.LPV.PRIM.LPGAP,2.36334016919136,LPGAP = SD: ANER; LD: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; ,Portugal,Europe and Central Asia
PRT,cty,2011,SE.LPV.PRIM.LPGAP.FE,2.713708229362965,LPGAP = SD: ANER; LD: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; Female,Portugal,Europe and Central Asia
PRT,cty,2011,SE.LPV.PRIM.LPGAP.MA,2.022971354424953,LPGAP = SD: ANER; LD: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; Male,Portugal,Europe and Central Asia
PRT,cty,2011,SE.LPV.PRIM.LPSEV,1.000764314839616,LPSEV = SD: ANER; LD: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; ,Portugal,Europe and Central Asia
PRT,cty,2011,SE.LPV.PRIM.LPSEV.FE,.9373395272303605,LPSEV = SD: ANER; LD: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; Female,Portugal,Europe and Central Asia
PRT,cty,2011,SE.LPV.PRIM.LPSEV.MA,1.01900905848539,LPSEV = SD: ANER; LD: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; Male,Portugal,Europe and Central Asia
PRT,cty,2011,SE.LPV.PRIM.MA,5.313117980957031,LP = SD: ANER; LD: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; Male,Portugal,Europe and Central Asia
PRT,cty,2011,SE.LPV.PRIM.SD,2.288543701171875,SD = ANER; ,Portugal,Europe and Central Asia
PRT,cty,2011,SE.LPV.PRIM.SD.FE,2.646568298339844,SD = ANER; Female,Portugal,Europe and Central Asia
PRT,cty,2011,SE.LPV.PRIM.SD.MA,1.945137023925781,SD = ANER; Male,Portugal,Europe and Central Asia
PRT,cty,2016,SE.LPV.POP.0516,1182263,Population Age 0516 for Reference Year 2019; ,Portugal,Europe and Central Asia
PRT,cty,2016,SE.LPV.POP.0516.FE,578448.5,Population Age 0516 for Reference Year 2019; Female,Portugal,Europe and Central Asia
PRT,cty,2016,SE.LPV.POP.0516.MA,603814.5,Population Age 0516 for Reference Year 2019; Male,Portugal,Europe and Central Asia
PRT,cty,2016,SE.LPV.POP.10,98744.5,Population Age 10 for Reference Year 2019; ,Portugal,Europe and Central Asia
PRT,cty,2016,SE.LPV.POP.10.FE,48327.5,Population Age 10 for Reference Year 2019; Female,Portugal,Europe and Central Asia
PRT,cty,2016,SE.LPV.POP.10.MA,50417,Population Age 10 for Reference Year 2019; Male,Portugal,Europe and Central Asia
PRT,cty,2016,SE.LPV.POP.1014,507454,Population Age 1014 for Reference Year 2019; ,Portugal,Europe and Central Asia
PRT,cty,2016,SE.LPV.POP.1014.FE,248315,Population Age 1014 for Reference Year 2019; Female,Portugal,Europe and Central Asia
PRT,cty,2016,SE.LPV.POP.1014.MA,259139,Population Age 1014 for Reference Year 2019; Male,Portugal,Europe and Central Asia
PRT,cty,2016,SE.LPV.POP.9PLUS,397385.5,Population Age 9plus for Reference Year 2019; ,Portugal,Europe and Central Asia
PRT,cty,2016,SE.LPV.POP.9PLUS.FE,194851.5,Population Age 9plus for Reference Year 2019; Female,Portugal,Europe and Central Asia
PRT,cty,2016,SE.LPV.POP.9PLUS.MA,202534,Population Age 9plus for Reference Year 2019; Male,Portugal,Europe and Central Asia
PRT,cty,2016,SE.LPV.POP.PRIM,676594,Population Age primary for Reference Year 2019; ,Portugal,Europe and Central Asia
PRT,cty,2016,SE.LPV.POP.PRIM.FE,331251,Population Age primary for Reference Year 2019; Female,Portugal,Europe and Central Asia
PRT,cty,2016,SE.LPV.POP.PRIM.MA,345343,Population Age primary for Reference Year 2019; Male,Portugal,Europe and Central Asia
PRT,cty,2016,SE.LPV.PRIM,5.212762832641602,LP = SD: ANER; LD: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; ,Portugal,Europe and Central Asia
PRT,cty,2016,SE.LPV.PRIM.FE,5.317465305328369,LP = SD: ANER; LD: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Female,Portugal,Europe and Central Asia
PRT,cty,2016,SE.LPV.PRIM.LD,2.992708444595337,LD = PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; ,Portugal,Europe and Central Asia
PRT,cty,2016,SE.LPV.PRIM.LD.FE,2.743505954742432,LD = PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Female,Portugal,Europe and Central Asia
PRT,cty,2016,SE.LPV.PRIM.LD.MA,3.236000537872314,LD = PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Male,Portugal,Europe and Central Asia
PRT,cty,2016,SE.LPV.PRIM.LDGAP,.0646218731999397,LDGAP: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; ,Portugal,Europe and Central Asia
PRT,cty,2016,SE.LPV.PRIM.LDGAP.FE,.0559178441762924,LDGAP: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Female,Portugal,Europe and Central Asia
PRT,cty,2016,SE.LPV.PRIM.LDGAP.MA,.0721881538629532,LDGAP: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Male,Portugal,Europe and Central Asia
PRT,cty,2016,SE.LPV.PRIM.LDSEV,.0075384369120002,LDSEV: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; ,Portugal,Europe and Central Asia
PRT,cty,2016,SE.LPV.PRIM.LDSEV.FE,.005226444453001,LDSEV: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Female,Portugal,Europe and Central Asia
PRT,cty,2016,SE.LPV.PRIM.LDSEV.MA,.0095074092969298,LDSEV: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Male,Portugal,Europe and Central Asia
PRT,cty,2016,SE.LPV.PRIM.LPGAP,2.353165574371815,LPGAP = SD: ANER; LD: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; ,Portugal,Europe and Central Asia
PRT,cty,2016,SE.LPV.PRIM.LPGAP.FE,2.702486142516136,LPGAP = SD: ANER; LD: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Female,Portugal,Europe and Central Asia
PRT,cty,2016,SE.LPV.PRIM.LPGAP.MA,2.017325177788734,LPGAP = SD: ANER; LD: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Male,Portugal,Europe and Central Asia
PRT,cty,2016,SE.LPV.PRIM.LPSEV,.8062180139217525,LPSEV = SD: ANER; LD: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; ,Portugal,Europe and Central Asia
PRT,cty,2016,SE.LPV.PRIM.LPSEV.FE,.5926876828778768,LPSEV = SD: ANER; LD: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Female,Portugal,Europe and Central Asia
