year,countrycode,subgroup,total,male,urban,m_early,m_end,subject,indicator
2014,SEN,male=1,2905,1339,2072,528.57367,556.50604,math,score
2014,SEN,male=1,807,396,543,505.75146,,read,score
2014,SEN,male=1,2905,1339,2072,505.75146,.64429229,read,fgt0
2014,SEN,male=1,2905,1339,2072,505.75146,.28142205,read,fgt2
2014,SEN,male=1,2905,1339,2072,505.75146,.4783133,read,fgt1
2014,SEN,male=1,2905,1339,2072,505.75146,550.66119,read,score
2014,SEN,male=1,2905,1339,2072,505.75146,.35570771,read,hpro
2014,SEN,urban=0,807,396,543,480.53241,,math,score
2014,SEN,urban=0,2905,1339,2072,480.53241,502.26636,math,score
2014,SEN,urban=0,807,396,543,447.75674,,read,score
2014,SEN,urban=0,2905,1339,2072,447.75674,.52328074,read,fgt1
2014,SEN,urban=0,2905,1339,2072,447.75674,.89593077,read,fgt0
2014,SEN,urban=0,2905,1339,2072,447.75674,.32796454,read,fgt2
2014,SEN,urban=0,2905,1339,2072,447.75674,.10406926,read,hpro
2014,SEN,urban=0,2905,1339,2072,447.75674,490.07272,read,score
2014,SEN,urban=1,807,396,543,526.80927,,math,score
2014,SEN,urban=1,2905,1339,2072,526.80927,554.51025,math,score
2014,SEN,urban=1,807,396,543,509.74493,,read,score
2014,SEN,urban=1,2905,1339,2072,509.74493,.39197916,read,hpro
2014,SEN,urban=1,2905,1339,2072,509.74493,.27429578,read,fgt2
2014,SEN,urban=1,2905,1339,2072,509.74493,.47099853,read,fgt1
2014,SEN,urban=1,2905,1339,2072,509.74493,558.79034,read,score
2014,SEN,urban=1,2905,1339,2072,509.74493,.60802084,read,fgt0
2014,TCD,all,813,471,653,491.28549,,math,score
2014,TCD,all,2484,1672,2184,491.28549,450.90851,math,score
2014,TCD,all,813,471,653,480.35846,,read,score
2014,TCD,all,2484,1672,2184,480.35846,.97023243,read,fgt0
2014,TCD,all,2484,1672,2184,480.35846,432.46509,read,score
2014,TCD,all,2484,1672,2184,480.35846,.50077993,read,fgt2
2014,TCD,all,2484,1672,2184,480.35846,.66664708,read,fgt1
2014,TCD,all,2484,1672,2184,480.35846,.029767573,read,hpro
2014,TCD,male=0,813,471,653,466.64249,,math,score
2014,TCD,male=0,2484,1672,2184,466.64249,436.59045,math,score
2014,TCD,male=0,813,471,653,472.64566,,read,score
2014,TCD,male=0,2484,1672,2184,472.64566,420.94714,read,score
2014,TCD,male=0,2484,1672,2184,472.64566,.54561061,read,fgt2
2014,TCD,male=0,2484,1672,2184,472.64566,.024232252,read,hpro
2014,TCD,male=0,2484,1672,2184,472.64566,.97576773,read,fgt0
2014,TCD,male=0,2484,1672,2184,472.64566,.69963157,read,fgt1
2014,TCD,male=1,813,471,653,513.9259,,math,score
2014,TCD,male=1,2484,1672,2184,513.9259,458.49728,math,score
2014,TCD,male=1,813,471,653,487.44449,,read,score
2014,TCD,male=1,2484,1672,2184,487.44449,.96729863,read,fgt0
2014,TCD,male=1,2484,1672,2184,487.44449,438.56973,read,score
2014,TCD,male=1,2484,1672,2184,487.44449,.47682208,read,fgt2
2014,TCD,male=1,2484,1672,2184,487.44449,.64902097,read,fgt1
2014,TCD,male=1,2484,1672,2184,487.44449,.032701369,read,hpro
2014,TCD,urban=0,813,471,653,466.89563,,math,score
2014,TCD,urban=0,2484,1672,2184,466.89563,470.50049,math,score
2014,TCD,urban=0,813,471,653,465.02417,,read,score
2014,TCD,urban=0,2484,1672,2184,465.02417,438.99097,read,score
2014,TCD,urban=0,2484,1672,2184,465.02417,.45711359,read,fgt2
2014,TCD,urban=0,2484,1672,2184,465.02417,.010095133,read,hpro
2014,TCD,urban=0,2484,1672,2184,465.02417,.98990488,read,fgt0
2014,TCD,urban=0,2484,1672,2184,465.02417,.63595271,read,fgt1
2014,TCD,urban=1,813,471,653,495.65335,,math,score
2014,TCD,urban=1,2484,1672,2184,495.65335,447.34598,math,score
2014,TCD,urban=1,813,471,653,483.62173,,read,score
2014,TCD,urban=1,2484,1672,2184,483.62173,.96665525,read,fgt0
2014,TCD,urban=1,2484,1672,2184,483.62173,431.27844,read,score
2014,TCD,urban=1,2484,1672,2184,483.62173,.67236626,read,fgt1
2014,TCD,urban=1,2484,1672,2184,483.62173,.033344746,read,hpro
2014,TCD,urban=1,2484,1672,2184,483.62173,.50891507,read,fgt2
2014,TGO,all,911,497,474,474.52432,,math,score
2014,TGO,all,3256,1792,1854,474.52432,520.16858,math,score
2014,TGO,all,911,497,474,473.6275,,read,score
2014,TGO,all,3256,1792,1854,473.6275,497.33374,read,score
2014,TGO,all,3256,1792,1854,473.6275,.54051602,read,fgt1
2014,TGO,all,3256,1792,1854,473.6275,.34343243,read,fgt2
2014,TGO,all,3256,1792,1854,473.6275,.84205186,read,fgt0
2014,TGO,all,3256,1792,1854,473.6275,.15794812,read,hpro
2014,TGO,male=0,911,497,474,470.29858,,math,score
2014,TGO,male=0,3256,1792,1854,470.29858,515.83081,math,score
2014,TGO,male=0,911,497,474,473.58664,,read,score
2014,TGO,male=0,3256,1792,1854,473.58664,.8273654,read,fgt0
2014,TGO,male=0,3256,1792,1854,473.58664,.53839618,read,fgt1
2014,TGO,male=0,3256,1792,1854,473.58664,500.39664,read,score
2014,TGO,male=0,3256,1792,1854,473.58664,.34279889,read,fgt2
2014,TGO,male=0,3256,1792,1854,473.58664,.17263463,read,hpro
2014,TGO,male=1,911,497,474,478.26111,,math,score
2014,TGO,male=1,3256,1792,1854,478.26111,523.87958,math,score
2014,TGO,male=1,911,497,474,473.66367,,read,score
2014,TGO,male=1,3256,1792,1854,473.66367,.85461622,read,fgt0
2014,TGO,male=1,3256,1792,1854,473.66367,.54227442,read,fgt1
2014,TGO,male=1,3256,1792,1854,473.66367,494.71341,read,score
2014,TGO,male=1,3256,1792,1854,473.66367,.14538376,read,hpro
2014,TGO,male=1,3256,1792,1854,473.66367,.34396237,read,fgt2
2014,TGO,urban=0,911,497,474,434.8934,,math,score
2014,TGO,urban=0,3256,1792,1854,434.8934,471.07736,math,score
2014,TGO,urban=0,911,497,474,428.58957,,read,score
2014,TGO,urban=0,3256,1792,1854,428.58957,.61660874,read,fgt1
2014,TGO,urban=0,3256,1792,1854,428.58957,447.97461,read,score
2014,TGO,urban=0,3256,1792,1854,428.58957,.4278135,read,fgt2
2014,TGO,urban=0,3256,1792,1854,428.58957,.023843396,read,hpro
2014,TGO,urban=0,3256,1792,1854,428.58957,.97615659,read,fgt0
2014,TGO,urban=1,911,497,474,495.95297,,math,score
2014,TGO,urban=1,3256,1792,1854,495.95297,541.98987,math,score
2014,TGO,urban=1,911,497,474,497.63748,,read,score
2014,TGO,urban=1,3256,1792,1854,497.63748,.2966418,read,fgt2
2014,TGO,urban=1,3256,1792,1854,497.63748,.21755829,read,hpro
2014,TGO,urban=1,3256,1792,1854,497.63748,.49832183,read,fgt1
2014,TGO,urban=1,3256,1792,1854,497.63748,.78244174,read,fgt0
2014,TGO,urban=1,3256,1792,1854,497.63748,519.27411,read,score
